Frequency (eV),Frequency (meV),vDOS Room Temperature,Frequency (eV),Frequency (meV),vDOS Cryo Temperature
0.29169,291.69,15.18466,0.24795,247.95,0.8572487
0.29194,291.94,15.18757,0.24816,248.16,0.8549497
0.29218,292.18,15.18138,0.24837,248.37,0.9472001
0.29242,292.42,15.19582,0.24857,248.57,0.8548771
0.29267,292.67,15.19758,0.24878,248.78,0.9179423
0.29291,292.91,15.1884,0.24899,248.99,1.0168114
0.29315,293.15,15.18002,0.24919,249.19,0.9295583
0.2934,293.4,15.16047,0.2494,249.4,0.855228
0.29364,293.64,15.16124,0.24961,249.61,0.9060359
0.29388,293.88,15.16435,0.24981,249.81,0.94017
0.29413,294.13,15.16245,0.25002,250.02,0.9285177
0.29437,294.37,15.17949,0.25023,250.23,0.8423415
0.29461,294.61,15.17864,0.25043,250.43,0.8264784
0.29486,294.86,15.16466,0.25064,250.64,0.8025809
0.2951,295.1,15.15562,0.25085,250.85,0.8007296
0.29534,295.34,15.13739,0.25105,251.05,0.7770862
0.29559,295.59,15.1613,0.25126,251.26,0.7372893
0.29583,295.83,15.17943,0.25147,251.47,0.7649257
0.29607,296.07,15.15491,0.25167,251.67,0.9474663
0.29632,296.32,15.15723,0.25188,251.88,1.0034167
0.29656,296.56,15.17404,0.25209,252.09,0.9112147
0.2968,296.8,15.17088,0.25229,252.29,0.8940206
0.29705,297.05,15.17347,0.2525,252.5,0.8864944
0.29729,297.29,15.17681,0.25271,252.71,0.9444655
0.29753,297.53,15.19729,0.25291,252.91,0.8966826
0.29778,297.78,15.19685,0.25312,253.12,0.7916062
0.29802,298.02,15.15232,0.25333,253.33,0.9018009
0.29826,298.26,15.147,0.25354,253.54,0.9414405
0.29851,298.51,15.16552,0.25374,253.74,0.8992841
0.29875,298.75,15.15824,0.25395,253.95,0.8832032
0.29899,298.99,15.17215,0.25416,254.16,0.8469758
0.29924,299.24,15.1542,0.25436,254.36,0.7637036
0.29948,299.48,15.14643,0.25457,254.57,0.8447615
0.29972,299.72,15.1609,0.25478,254.78,0.8493111
0.29997,299.97,15.15746,0.25498,254.98,0.787347
0.30021,300.21,15.13462,0.25519,255.19,0.8278215
0.30045,300.45,15.14861,0.2554,255.4,0.8340409
0.3007,300.7,15.15428,0.2556,255.6,0.8239979
0.30094,300.94,15.14941,0.25581,255.81,0.8554942
0.30118,301.18,15.14996,0.25602,256.02,0.8468064
0.30143,301.43,15.16124,0.25622,256.22,0.7738192
0.30167,301.67,15.14939,0.25643,256.43,0.6769829
0.30191,301.91,15.1403,0.25664,256.64,0.7423955
0.30216,302.16,15.13508,0.25684,256.84,0.7403264
0.3024,302.4,15.14524,0.25705,257.05,0.673002
0.30264,302.64,15.14623,0.25726,257.26,0.7014612
0.30289,302.89,15.14127,0.25746,257.46,0.7399876
0.30313,303.13,15.1682,0.25767,257.67,0.6946247
0.30337,303.37,15.18112,0.25788,257.88,0.6225208
0.30362,303.62,15.16499,0.25808,258.08,0.6821859
0.30386,303.86,15.14322,0.25829,258.29,0.6917933
0.3041,304.1,15.15607,0.2585,258.5,0.7144566
0.30435,304.35,15.14773,0.25871,258.71,0.6686823
0.30459,304.59,15.14632,0.25891,258.91,0.6228354
0.30483,304.83,15.16639,0.25912,259.12,0.5881689
0.30508,305.08,15.16953,0.25933,259.33,0.6004262
0.30532,305.32,15.1553,0.25953,259.53,0.5698616
0.30556,305.56,15.15129,0.25974,259.74,0.5784163
0.3058,305.8,15.15464,0.25995,259.95,0.6383597
0.30605,306.05,15.14968,0.26015,260.15,0.6687307
0.30629,306.29,15.15885,0.26036,260.36,0.7276698
0.30653,306.53,15.15589,0.26057,260.57,0.7043289
0.30678,306.78,15.16249,0.26077,260.77,0.6434296
0.30702,307.02,15.17507,0.26098,260.98,0.7343974
0.30726,307.26,15.18129,0.26119,261.19,0.6862273
0.30751,307.51,15.16849,0.26139,261.39,0.5564669
0.30775,307.75,15.15119,0.2616,261.6,0.5418743
0.30799,307.99,15.13978,0.26181,261.81,0.576686
0.30824,308.24,15.11523,0.26201,262.01,0.6882117
0.30848,308.48,15.13465,0.26222,262.22,0.6619184
0.30872,308.72,15.15328,0.26243,262.43,0.5886287
0.30897,308.97,15.14728,0.26263,262.63,0.525019
0.30921,309.21,15.13972,0.26284,262.84,0.5199491
0.30945,309.45,15.14134,0.26305,263.05,0.5065302
0.3097,309.7,15.15357,0.26325,263.25,0.6344635
0.30994,309.94,15.14215,0.26346,263.46,0.7138274
0.31018,310.18,15.15263,0.26367,263.67,0.5966147
0.31043,310.43,15.16365,0.26388,263.88,0.5537081
0.31067,310.67,15.16033,0.26408,264.08,0.5360663
0.31091,310.91,15.1597,0.26429,264.29,0.4879809
0.31116,311.16,15.17895,0.2645,264.5,0.4989435
0.3114,311.4,15.15792,0.2647,264.7,0.4867346
0.31164,311.64,15.13911,0.26491,264.91,0.4770546
0.31189,311.89,15.16661,0.26512,265.12,0.4859965
0.31213,312.13,15.16828,0.26532,265.32,0.5877333
0.31237,312.37,15.1655,0.26553,265.53,0.5315288
0.31262,312.62,15.18013,0.26574,265.74,0.4962331
0.31286,312.86,15.17626,0.26594,265.94,0.4976488
0.3131,313.1,15.16514,0.26615,266.15,0.4195675
0.31335,313.35,15.16039,0.26636,266.36,0.4586868
0.31359,313.59,15.16144,0.26656,266.56,0.4435013
0.31383,313.83,15.14269,0.26677,266.77,0.4289087
0.31408,314.08,15.14152,0.26698,266.98,0.443828
0.31432,314.32,15.15017,0.26718,267.18,0.4550326
0.31456,314.56,15.14447,0.26739,267.39,0.4946238
0.31481,314.81,15.16088,0.2676,267.6,0.4590861
0.31505,315.05,15.16228,0.2678,267.8,0.5267251
0.31529,315.29,15.14706,0.26801,268.01,0.4803579
0.31554,315.54,15.16509,0.26822,268.22,0.4204145
0.31578,315.78,15.16669,0.26842,268.42,0.4540888
0.31602,316.02,15.17032,0.26863,268.63,0.4356363
0.31627,316.27,15.16437,0.26884,268.84,0.4268396
0.31651,316.51,15.16216,0.26905,269.05,0.406681
0.31675,316.75,15.16161,0.26925,269.25,0.4036681
0.317,317,15.1694,0.26946,269.46,0.4051564
0.31724,317.24,15.1871,0.26967,269.67,0.4274083
0.31748,317.48,15.16776,0.26987,269.87,0.4122833
0.31773,317.73,15.15943,0.27008,270.08,0.4264161
0.31797,317.97,15.18316,0.27029,270.29,0.452177
0.31821,318.21,15.16516,0.27049,270.49,0.4096334
0.31846,318.46,15.18264,0.2707,270.7,0.4542824
0.3187,318.7,15.19686,0.27091,270.91,0.4701818
0.31894,318.94,15.17802,0.27111,271.11,0.4240445
0.31919,319.19,15.17461,0.27132,271.32,0.383086
0.31943,319.43,15.16448,0.27153,271.53,0.4056041
0.31967,319.67,15.1619,0.27173,271.73,0.3876235
0.31992,319.92,15.1618,0.27194,271.94,0.3430471
0.32016,320.16,15.16298,0.27215,272.15,0.3338027
0.3204,320.4,15.18379,0.27235,272.35,0.3319272
0.32065,320.65,15.18476,0.27256,272.56,0.3240864
0.32089,320.89,15.17451,0.27277,272.77,0.3656499
0.32113,321.13,15.18456,0.27297,272.97,0.3465319
0.32137,321.37,15.18994,0.27318,273.18,0.3492907
0.32162,321.62,15.17151,0.27339,273.39,0.3423453
0.32186,321.86,15.17049,0.27359,273.59,0.3286723
0.3221,322.1,15.18057,0.2738,273.8,0.3292047
0.32235,322.35,15.1736,0.27401,274.01,0.3182179
0.32259,322.59,15.17259,0.27422,274.22,0.3635445
0.32283,322.83,15.18568,0.27442,274.42,0.3975455
0.32308,323.08,15.18239,0.27463,274.63,0.3321692
0.32332,323.32,15.18356,0.27484,274.84,0.3034559
0.32356,323.56,15.20174,0.27504,275.04,0.341946
0.32381,323.81,15.19521,0.27525,275.25,0.3285997
0.32405,324.05,15.17295,0.27546,275.46,0.299354
0.32429,324.29,15.16436,0.27566,275.66,0.3435553
0.32454,324.54,15.17455,0.27587,275.87,0.3367551
0.32478,324.78,15.16231,0.27608,276.08,0.3060332
0.32502,325.02,15.16726,0.27628,276.28,0.3180122
0.32527,325.27,15.17573,0.27649,276.49,0.3646093
0.32551,325.51,15.18803,0.2767,276.7,0.3486857
0.32575,325.75,15.20298,0.2769,276.9,0.3001889
0.326,326,15.19663,0.27711,277.11,0.3219447
0.32624,326.24,15.20093,0.27732,277.32,0.3779556
0.32648,326.48,15.22095,0.27752,277.52,0.3516018
0.32673,326.73,15.21038,0.27773,277.73,0.2938848
0.32697,326.97,15.19809,0.27794,277.94,0.3100141
0.32721,327.21,15.1999,0.27814,278.14,0.3417403
0.32746,327.46,15.20545,0.27835,278.35,0.2914769
0.3277,327.7,15.18945,0.27856,278.56,0.2708827
0.32794,327.94,15.19514,0.27876,278.76,0.2922997
0.32819,328.19,15.20066,0.27897,278.97,0.3105344
0.32843,328.43,15.21306,0.27918,279.18,0.3337301
0.32867,328.67,15.22808,0.27939,279.39,0.313632
0.32892,328.92,15.20554,0.27959,279.59,0.27951
0.32916,329.16,15.20365,0.2798,279.8,0.2840475
0.3294,329.4,15.1923,0.28001,280.01,0.3042303
0.32965,329.65,15.20012,0.28021,280.21,0.2848098
0.32989,329.89,15.21088,0.28042,280.42,0.2685111
0.33013,330.13,15.21469,0.28063,280.63,0.3118049
0.33038,330.38,15.23122,0.28083,280.83,0.3095543
0.33062,330.62,15.19458,0.28104,281.04,0.2684869
0.33086,330.86,15.20028,0.28125,281.25,0.2607187
0.33111,331.11,15.23542,0.28145,281.45,0.2309648
0.33135,331.35,15.27087,0.28166,281.66,0.2122461
0.33159,331.59,15.27146,0.28187,281.87,0.2249511
0.33184,331.84,15.23567,0.28207,282.07,0.2240194
0.33208,332.08,15.21865,0.28228,282.28,0.2642882
0.33232,332.32,15.23839,0.28249,282.49,0.2697695
0.33257,332.57,15.23429,0.28269,282.69,0.2644818
0.33281,332.81,15.21159,0.2829,282.9,0.2611785
0.33305,333.05,15.2155,0.28311,283.11,0.2405238
0.3333,333.3,15.22924,0.28331,283.31,0.236071
0.33354,333.54,15.22182,0.28352,283.52,0.219978
0.33378,333.78,15.23978,0.28373,283.73,0.2085798
0.33403,334.03,15.24037,0.28393,283.93,0.2127301
0.33427,334.27,15.24032,0.28414,284.14,0.2246728
0.33451,334.51,15.22079,0.28435,284.35,0.2495746
0.33476,334.76,15.19913,0.28456,284.56,0.2406569
0.335,335,15.20998,0.28476,284.76,0.2238621
0.33524,335.24,15.23538,0.28497,284.97,0.2033284
0.33549,335.49,15.24168,0.28518,285.18,0.2253141
0.33573,335.73,15.26622,0.28538,285.38,0.2557819
0.33597,335.97,15.26323,0.28559,285.59,0.2127422
0.33622,336.22,15.27286,0.2858,285.8,0.195899
0.33646,336.46,15.27605,0.286,286,0.1996984
0.3367,336.7,15.27227,0.28621,286.21,0.2312552
0.33695,336.95,15.27186,0.28642,286.42,0.2642156
0.33719,337.19,15.25877,0.28662,286.62,0.2447225
0.33743,337.43,15.26112,0.28683,286.83,0.2453275
0.33767,337.67,15.25575,0.28704,287.04,0.2448919
0.33792,337.92,15.25281,0.28724,287.24,0.2835151
0.33816,338.16,15.28197,0.28745,287.45,0.2861166
0.3384,338.4,15.27787,0.28766,287.66,0.2457026
0.33865,338.65,15.30592,0.28786,287.86,0.2117016
0.33889,338.89,15.28748,0.28807,288.07,0.2178847
0.33913,339.13,15.24067,0.28828,288.28,0.2385999
0.33938,339.38,15.2612,0.28848,288.48,0.2295854
0.33962,339.62,15.28321,0.28869,288.69,0.2080716
0.33986,339.86,15.29089,0.2889,288.9,0.2421452
0.34011,340.11,15.31948,0.2891,289.1,0.2235475
0.34035,340.35,15.30791,0.28931,289.31,0.237039
0.34059,340.59,15.27954,0.28952,289.52,0.2271654
0.34084,340.84,15.32159,0.28973,289.73,0.2252536
0.34108,341.08,15.28637,0.28993,289.93,0.2473845
0.34132,341.32,15.28237,0.29014,290.14,0.2223617
0.34157,341.57,15.3184,0.29035,290.35,0.2053733
0.34181,341.81,15.31976,0.29055,290.55,0.2226279
0.34205,342.05,15.30519,0.29076,290.76,0.2334816
0.3423,342.3,15.30804,0.29097,290.97,0.2119557
0.34254,342.54,15.31237,0.29117,291.17,0.2232087
0.34278,342.78,15.31907,0.29138,291.38,0.2304566
0.34303,343.03,15.31288,0.29159,291.59,0.2020216
0.34327,343.27,15.3188,0.29179,291.79,0.2251084
0.34351,343.51,15.32502,0.292,292,0.2324168
0.34376,343.76,15.3493,0.29221,292.21,0.2252415
0.344,344,15.30915,0.29241,292.41,0.2333364
0.34424,344.24,15.30151,0.29262,292.62,0.209693
0.34449,344.49,15.29783,0.29283,292.83,0.1855535
0.34473,344.73,15.30515,0.29303,293.03,0.2075029
0.34497,344.97,15.31726,0.29324,293.24,0.2103585
0.34522,345.22,15.30137,0.29345,293.45,0.2324894
0.34546,345.46,15.36599,0.29365,293.65,0.2489091
0.3457,345.7,15.36476,0.29386,293.86,0.2368212
0.34595,345.95,15.34315,0.29407,294.07,0.2301299
0.34619,346.19,15.36963,0.29427,294.27,0.2425203
0.34643,346.43,15.38108,0.29448,294.48,0.2262458
0.34668,346.68,15.33082,0.29469,294.69,0.2257134
0.34692,346.92,15.32683,0.2949,294.9,0.2310132
0.34716,347.16,15.36289,0.2951,295.1,0.23353
0.34741,347.41,15.37051,0.29531,295.31,0.2241888
0.34765,347.65,15.41228,0.29552,295.52,0.1953061
0.34789,347.89,15.37085,0.29572,295.72,0.2017433
0.34814,348.14,15.38679,0.29593,295.93,0.2390476
0.34838,348.38,15.43175,0.29614,296.14,0.2513049
0.34862,348.62,15.38896,0.29634,296.34,0.2303477
0.34887,348.87,15.38338,0.29655,296.55,0.2279882
0.34911,349.11,15.44078,0.29676,296.76,0.2211033
0.34935,349.35,15.42299,0.29696,296.96,0.2096688
0.3496,349.6,15.3963,0.29717,297.17,0.2350062
0.34984,349.84,15.38851,0.29738,297.38,0.2189011
0.35008,350.08,15.37518,0.29758,297.58,0.2003639
0.35033,350.33,15.38281,0.29779,297.79,0.190575
0.35057,350.57,15.42464,0.298,298,0.2061114
0.35081,350.81,15.49176,0.2982,298.2,0.2013561
0.35106,351.06,15.46412,0.29841,298.41,0.1958748
0.3513,351.3,15.41068,0.29862,298.62,0.1971816
0.35154,351.54,15.40048,0.29882,298.82,0.1887842
0.35179,351.79,15.44254,0.29903,299.03,0.1923295
0.35203,352.03,15.41009,0.29924,299.24,0.1821897
0.35227,352.27,15.38798,0.29944,299.44,0.1830125
0.35252,352.52,15.43416,0.29965,299.65,0.1935758
0.35276,352.76,15.43554,0.29986,299.86,0.1716143
0.353,353,15.50276,0.30007,300.07,0.160204
0.35324,353.24,15.49224,0.30027,300.27,0.1766237
0.35349,353.49,15.45516,0.30048,300.48,0.1764301
0.35373,353.73,15.43996,0.30069,300.69,0.1640034
0.35397,353.97,15.42682,0.30089,300.89,0.1680811
0.35422,354.22,15.52469,0.3011,301.1,0.1638098
0.35446,354.46,15.55898,0.30131,301.31,0.1725218
0.3547,354.7,15.53267,0.30151,301.51,0.1743489
0.35495,354.95,15.50061,0.30172,301.72,0.1797455
0.35519,355.19,15.518,0.30193,301.93,0.182589
0.35543,355.43,15.44439,0.30213,302.13,0.1603492
0.35568,355.68,15.47771,0.30234,302.34,0.1479709
0.35592,355.92,15.5242,0.30255,302.55,0.1637493
0.35616,356.16,15.55134,0.30275,302.75,0.1850937
0.35641,356.41,15.54854,0.30296,302.96,0.17908
0.35665,356.65,15.53445,0.30317,303.17,0.2090275
0.35689,356.89,15.51568,0.30337,303.37,0.2069463
0.35714,357.14,15.458,0.30358,303.58,0.1791042
0.35738,357.38,15.43743,0.30379,303.79,0.1671252
0.35762,357.62,15.51566,0.30399,303.99,0.1886874
0.35787,357.87,15.57948,0.3042,304.2,0.1907686
0.35811,358.11,15.57025,0.30441,304.41,0.1902725
0.35835,358.35,15.59081,0.30461,304.61,0.1793099
0.3586,358.6,15.59394,0.30482,304.82,0.1704406
0.35884,358.84,15.56821,0.30503,305.03,0.1973026
0.35908,359.08,15.56208,0.30524,305.24,0.1975083
0.35933,359.33,15.53935,0.30544,305.44,0.1950278
0.35957,359.57,15.53527,0.30565,305.65,0.2285327
0.35981,359.81,15.56854,0.30586,305.86,0.2140974
0.36006,360.06,15.61406,0.30606,306.06,0.1936242
0.3603,360.3,15.54681,0.30627,306.27,0.1857955
0.36054,360.54,15.57217,0.30648,306.48,0.1765995
0.36079,360.79,15.59903,0.30668,306.68,0.1948463
0.36103,361.03,15.60537,0.30689,306.89,0.197956
0.36127,361.27,15.6686,0.3071,307.1,0.182226
0.36152,361.52,15.72756,0.3073,307.3,0.1862795
0.36176,361.76,15.69786,0.30751,307.51,0.1701381
0.362,362,15.6363,0.30772,307.72,0.1451032
0.36225,362.25,15.70641,0.30792,307.92,0.1671494
0.36249,362.49,15.78829,0.30813,308.13,0.1816815
0.36273,362.73,15.72209,0.30834,308.34,0.1748208
0.36298,362.98,15.69869,0.30854,308.54,0.2004607
0.36322,363.22,15.72576,0.30875,308.75,0.2147387
0.36346,363.46,15.64315,0.30896,308.96,0.2103222
0.36371,363.71,15.65606,0.30916,309.16,0.1877194
0.36395,363.95,15.80204,0.30937,309.37,0.2045626
0.36419,364.19,15.74617,0.30958,309.58,0.2106489
0.36444,364.44,15.75296,0.30978,309.78,0.1970848
0.36468,364.68,15.77851,0.30999,309.99,0.2093784
0.36492,364.92,15.67524,0.3102,310.2,0.1950278
0.36517,365.17,15.70629,0.3104,310.4,0.1873443
0.36541,365.41,15.69941,0.31061,310.61,0.182105
0.36565,365.65,15.71592,0.31082,310.82,0.1878162
0.3659,365.9,15.71481,0.31103,311.03,0.1997347
0.36614,366.14,15.7344,0.31123,311.23,0.1938662
0.36638,366.38,15.74337,0.31144,311.44,0.1810523
0.36663,366.63,15.71606,0.31165,311.65,0.182952
0.36687,366.87,15.66496,0.31185,311.85,0.2122582
0.36711,367.11,15.67677,0.31206,312.06,0.2256529
0.36736,367.36,15.77924,0.31227,312.27,0.1999525
0.3676,367.6,15.86964,0.31247,312.47,0.1901636
0.36784,367.84,15.86814,0.31268,312.68,0.1933217
0.36809,368.09,15.99173,0.31289,312.89,0.1855898
0.36833,368.33,15.96152,0.31309,313.09,0.187913
0.36857,368.57,15.91857,0.3133,313.3,0.1950762
0.36881,368.81,15.85083,0.31351,313.51,0.2065107
0.36906,369.06,15.81995,0.31371,313.71,0.2137828
0.3693,369.3,15.8183,0.31392,313.92,0.2080595
0.36954,369.54,15.81862,0.31413,314.13,0.1956086
0.36979,369.79,15.90574,0.31433,314.33,0.2290409
0.37003,370.03,15.84789,0.31454,314.54,0.215985
0.37027,370.27,15.892,0.31475,314.75,0.2091727
0.37052,370.52,15.94682,0.31495,314.95,0.217558
0.37076,370.76,15.90028,0.31516,315.16,0.2332033
0.371,371,16.0049,0.31537,315.37,0.2111329
0.37125,371.25,15.97647,0.31557,315.57,0.1883849
0.37149,371.49,15.74155,0.31578,315.78,0.2003881
0.37173,371.73,15.93704,0.31599,315.99,0.1886874
0.37198,371.98,16.0764,0.3162,316.2,0.1811007
0.37222,372.22,16.0372,0.3164,316.4,0.1871265
0.37246,372.46,16.1044,0.31661,316.61,0.1879735
0.37271,372.71,16.0966,0.31682,316.82,0.1953908
0.37295,372.95,16.1976,0.31702,317.02,0.1984642
0.37319,373.19,16.0792,0.31723,317.23,0.2039092
0.37344,373.44,15.93515,0.31744,317.44,0.2077933
0.37368,373.68,15.95882,0.31764,317.64,0.2075513
0.37392,373.92,16.0167,0.31785,317.85,0.2405722
0.37417,374.17,16.1139,0.31806,318.06,0.2443716
0.37441,374.41,16.1478,0.31826,318.26,0.2286416
0.37465,374.65,16.0574,0.31847,318.47,0.27104
0.3749,374.9,16.1235,0.31868,318.68,0.2850881
0.37514,375.14,16.1984,0.31888,318.88,0.2360468
0.37538,375.38,16.1472,0.31909,319.09,0.2427986
0.37563,375.63,16.084,0.3193,319.3,0.2573307
0.37587,375.87,16.0865,0.3195,319.5,0.2601258
0.37611,376.11,16.0619,0.31971,319.71,0.2294765
0.37636,376.36,15.98963,0.31992,319.92,0.2255561
0.3766,376.6,16.0898,0.32012,320.12,0.2393622
0.37684,376.84,16.2675,0.32033,320.33,0.2500223
0.37709,377.09,16.2118,0.32054,320.54,0.2207766
0.37733,377.33,16.1243,0.32074,320.74,0.2143515
0.37757,377.57,16.1709,0.32095,320.95,0.2070673
0.37782,377.82,16.393,0.32116,321.16,0.203522
0.37806,378.06,16.2041,0.32137,321.37,0.2231482
0.3783,378.3,16.1343,0.32157,321.57,0.2381643
0.37855,378.55,16.1517,0.32178,321.78,0.2143757
0.37879,378.79,16.3645,0.32199,321.99,0.2268387
0.37903,379.03,16.3313,0.32219,322.19,0.2394227
0.37928,379.28,16.1067,0.3224,322.4,0.2142547
0.37952,379.52,16.2601,0.32261,322.61,0.2310374
0.37976,379.76,16.2515,0.32281,322.81,0.2154163
0.38001,380.01,16.2296,0.32302,323.02,0.1737681
0.38025,380.25,16.264,0.32323,323.23,0.1762365
0.38049,380.49,16.2758,0.32343,323.43,0.2240315
0.38074,380.74,16.1767,0.32364,323.64,0.2230756
0.38098,380.98,16.2342,0.32385,323.85,0.1920391
0.38122,381.22,16.4625,0.32405,324.05,0.1973389
0.38147,381.47,16.4867,0.32426,324.26,0.2216599
0.38171,381.71,16.2522,0.32447,324.47,0.2486066
0.38195,381.95,16.4345,0.32467,324.67,0.269951
0.3822,382.2,16.7179,0.32488,324.88,0.2420242
0.38244,382.44,16.6543,0.32509,325.09,0.2512202
0.38268,382.68,16.5812,0.32529,325.29,0.2574517
0.38293,382.93,16.4481,0.3255,325.5,0.2755654
0.38317,383.17,16.4474,0.32571,325.71,0.2951069
0.38341,383.41,16.5026,0.32591,325.91,0.284108
0.38366,383.66,16.5144,0.32612,326.12,0.2910171
0.3839,383.9,16.6341,0.32633,326.33,0.295724
0.38414,384.14,16.5002,0.32654,326.54,0.2789655
0.38438,384.38,16.3807,0.32674,326.74,0.2637195
0.38463,384.63,16.6676,0.32695,326.95,0.2802118
0.38487,384.87,16.8291,0.32716,327.16,0.2867458
0.38511,385.11,16.5226,0.32736,327.36,0.279026
0.38536,385.36,16.5991,0.32757,327.57,0.2648811
0.3856,385.6,16.8767,0.32778,327.78,0.2287384
0.38584,385.84,16.6995,0.32798,327.98,0.2322111
0.38609,386.09,16.5277,0.32819,328.19,0.2948528
0.38633,386.33,16.6279,0.3284,328.4,0.2917673
0.38657,386.57,16.6125,0.3286,328.6,0.2753234
0.38682,386.82,16.6464,0.32881,328.81,0.2784089
0.38706,387.06,16.7543,0.32902,329.02,0.2750451
0.3873,387.3,16.7266,0.32922,329.22,0.2718265
0.38755,387.55,16.7513,0.32943,329.43,0.2153316
0.38779,387.79,16.9816,0.32964,329.64,0.2250963
0.38803,388.03,17.1811,0.32984,329.84,0.2709916
0.38828,388.28,16.9998,0.33005,330.05,0.3049321
0.38852,388.52,16.913,0.33026,330.26,0.3135352
0.38876,388.76,17.0946,0.33046,330.46,0.2765697
0.38901,389.01,17.1939,0.33067,330.67,0.2780459
0.38925,389.25,16.8137,0.33088,330.88,0.2918641
0.38949,389.49,16.7176,0.33108,331.08,0.276727
0.38974,389.74,17.2456,0.33129,331.29,0.2778644
0.38998,389.98,17.5466,0.3315,331.5,0.2754323
0.39022,390.22,17.1709,0.33171,331.71,0.2863707
0.39047,390.47,17.1983,0.33191,331.91,0.2776708
0.39071,390.71,17.4742,0.33212,332.12,0.2842048
0.39095,390.95,17.4427,0.33233,332.33,0.3018708
0.3912,391.2,17.6209,0.33253,332.53,0.3114177
0.39144,391.44,17.2734,0.33274,332.74,0.2909082
0.39168,391.68,17.2268,0.33295,332.95,0.2912228
0.39193,391.93,17.3896,0.33315,333.15,0.3244373
0.39217,392.17,17.7577,0.33336,333.36,0.3145395
0.39241,392.41,17.5787,0.33357,333.57,0.3472458
0.39266,392.66,17.471,0.33377,333.77,0.3866676
0.3929,392.9,17.4796,0.33398,333.98,0.3454066
0.39314,393.14,17.2483,0.33419,334.19,0.3285755
0.39339,393.39,17.2838,0.33439,334.39,0.3431439
0.39363,393.63,17.2472,0.3346,334.6,0.3090582
0.39387,393.87,17.3921,0.33481,334.81,0.3185809
0.39412,394.12,17.4547,0.33501,335.01,0.3234451
0.39436,394.36,17.3712,0.33522,335.22,0.3085742
0.3946,394.6,17.4611,0.33543,335.43,0.3508879
0.39485,394.85,17.8061,0.33563,335.63,0.3661097
0.39509,395.09,18.1216,0.33584,335.84,0.3835942
0.39533,395.33,17.8341,0.33605,336.05,0.4085444
0.39558,395.58,17.5537,0.33625,336.25,0.4363502
0.39582,395.82,17.6387,0.33646,336.46,0.4143887
0.39606,396.06,17.6224,0.33667,336.67,0.4027485
0.39631,396.31,17.8735,0.33688,336.88,0.4273962
0.39655,396.55,18.0766,0.33708,337.08,0.413699
0.39679,396.79,17.8448,0.33729,337.29,0.3806297
0.39704,397.04,18.182,0.3375,337.5,0.3540823
0.39728,397.28,18.4867,0.3377,337.7,0.3580632
0.39752,397.52,18.3266,0.33791,337.91,0.3496537
0.39777,397.77,18.2428,0.33812,338.12,0.3196094
0.39801,398.01,17.813,0.33832,338.32,0.3374327
0.39825,398.25,18.0833,0.33853,338.53,0.362758
0.3985,398.5,18.8512,0.33874,338.74,0.3655773
0.39874,398.74,18.9455,0.33894,338.94,0.38236
0.39898,398.98,18.4896,0.33915,339.15,0.3679489
0.39923,399.23,18.5306,0.33936,339.36,0.3453219
0.39947,399.47,18.1791,0.33956,339.56,0.323675
0.39971,399.71,17.8711,0.33977,339.77,0.3323749
0.39995,399.95,18.1257,0.33998,339.98,0.3359686
0.4002,400.2,18.0583,0.34018,340.18,0.3010238
0.40044,400.44,17.8892,0.34039,340.39,0.2779491
0.40068,400.68,18.1428,0.3406,340.6,0.33033
0.40093,400.93,18.4334,0.3408,340.8,0.3849494
0.40117,401.17,18.6639,0.34101,341.01,0.3874299
0.40141,401.41,18.391,0.34122,341.22,0.3582447
0.40166,401.66,18.3421,0.34142,341.42,0.342067
0.4019,401.9,19.0717,0.34163,341.63,0.4229555
0.40214,402.14,19.2161,0.34184,341.84,0.4426906
0.40239,402.39,18.5245,0.34205,342.05,0.3847679
0.40263,402.63,17.7546,0.34225,342.25,0.4060276
0.40287,402.87,18.0956,0.34246,342.46,0.4288361
0.40312,403.12,18.6128,0.34267,342.67,0.44286
0.40336,403.36,18.7049,0.34287,342.87,0.4980602
0.4036,403.6,18.462,0.34308,343.08,0.4958701
0.40385,403.85,18.7682,0.34329,343.29,0.4336156
0.40409,404.09,18.8956,0.34349,343.49,0.4472765
0.40433,404.33,18.4336,0.3437,343.7,0.4753364
0.40458,404.58,18.3487,0.34391,343.91,0.4316312
0.40482,404.82,18.7406,0.34411,344.11,0.4042731
0.40506,405.06,18.2273,0.34432,344.32,0.4224231
0.40531,405.31,18.3946,0.34453,344.53,0.4453284
0.40555,405.55,18.9273,0.34473,344.73,0.4710893
0.40579,405.79,18.6691,0.34494,344.94,0.4597879
0.40604,406.04,18.9586,0.34515,345.15,0.4332647
0.40628,406.28,19.1161,0.34535,345.35,0.4267186
0.40652,406.52,19.2353,0.34556,345.56,0.4065842
0.40677,406.77,19.0507,0.34577,345.77,0.4360598
0.40701,407.01,18.8393,0.34597,345.97,0.487146
0.40725,407.25,19.1576,0.34618,346.18,0.4765343
0.4075,407.5,19.6074,0.34639,346.39,0.5002745
0.40774,407.74,19.3563,0.34659,346.59,0.4959306
0.40798,407.98,18.9663,0.3468,346.8,0.4596427
0.40823,408.23,19.2154,0.34701,347.01,0.4224352
0.40847,408.47,19.1934,0.34722,347.22,0.437415
0.40871,408.71,19.2944,0.34742,347.42,0.5071836
0.40896,408.96,19.8808,0.34763,347.63,0.514008
