Frequency (eV),Frequency (meV),vDOS Room Temperature,Frequency (eV),Frequency (meV),vDOS Cryo Temperature
0.70456,704.56,20.00345282,0.70456,704.56,0.004489
0.70477,704.77,20.00384986,0.70477,704.77,0.0045482
0.70498,704.98,20.00337498,0.70498,704.98,0.0041908
0.70518,705.18,20.0041916,0.70518,705.18,0.0035682
0.70539,705.39,20.00378938,0.70539,705.39,0.0031648
0.7056,705.6,20.00363566,0.7056,705.6,0.0035583
0.7058,705.8,20.00363272,0.7058,705.8,0.0033421
0.70601,706.01,20.00368102,0.70601,706.01,0.0036255
0.70622,706.22,20.00386876,0.70622,706.22,0.0029782
0.70642,706.42,20.00403662,0.70642,706.42,0.0029339
0.70663,706.63,20.00444052,0.70663,706.63,0.0031786
0.70684,706.84,20.0050456,0.70684,706.84,0.0030934
0.70705,707.05,20.00414988,0.70705,707.05,0.003066
0.70725,707.25,20.00431018,0.70725,707.25,0.0030931
0.70746,707.46,20.0041734,0.70746,707.46,0.0030163
0.70767,707.67,20.00410942,0.70767,707.67,0.0033656
0.70787,707.87,20.00413994,0.70787,707.87,0.0032762
0.70808,708.08,20.00386442,0.70808,708.08,0.0035218
0.70829,708.29,20.00349818,0.70829,708.29,0.0034537
0.70849,708.49,20.00351918,0.70849,708.49,0.0035911
0.7087,708.7,20.00367892,0.7087,708.7,0.0035714
0.70891,708.91,20.0037688,0.70891,708.91,0.0037398
0.70911,709.11,20.00376978,0.70911,709.11,0.003237
0.70932,709.32,20.00357714,0.70932,709.32,0.0033315
0.70953,709.53,20.00325458,0.70953,709.53,0.0034906
0.70973,709.73,20.00393974,0.70973,709.73,0.0031921
0.70994,709.94,20.00377258,0.70994,709.94,0.003052
0.71015,710.15,20.00418698,0.71015,710.15,0.0034976
0.71035,710.35,20.00401464,0.71035,710.35,0.0033356
0.71056,710.56,20.0042595,0.71056,710.56,0.0030745
0.71077,710.77,20.0038297,0.71077,710.77,0.0030075
0.71097,710.97,20.00438256,0.71097,710.97,0.0029457
0.71118,711.18,20.00446026,0.71118,711.18,0.0031006
0.71139,711.39,20.00390068,0.71139,711.39,0.0027997
0.71159,711.59,20.00316204,0.71159,711.59,0.0031121
0.7118,711.8,20.00384972,0.7118,711.8,0.003388
0.71201,712.01,20.00405314,0.71201,712.01,0.0034617
0.71222,712.22,20.00384398,0.71222,712.22,0.0038345
0.71242,712.42,20.0028616,0.71242,712.42,0.0039696
0.71263,712.63,20.00335958,0.71263,712.63,0.0043719
0.71284,712.84,20.00388024,0.71284,712.84,0.0044707
0.71304,713.04,20.00346304,0.71304,713.04,0.0043445
0.71325,713.25,20.00357378,0.71325,713.25,0.0044351
0.71346,713.46,20.00371728,0.71346,713.46,0.0046816
0.71366,713.66,20.00352744,0.71366,713.66,0.004802
0.71387,713.87,20.00324576,0.71387,713.87,0.0045766
0.71408,714.08,20.00353388,0.71408,714.08,0.004586
0.71428,714.28,20.00386218,0.71428,714.28,0.0045502
0.71449,714.49,20.00346052,0.71449,714.49,0.003878
0.7147,714.7,20.00329462,0.7147,714.7,0.003367
0.7149,714.9,20.00324646,0.7149,714.9,0.0030885
0.71511,715.11,20.00371336,0.71511,715.11,0.0034335
0.71532,715.32,20.00338786,0.71532,715.32,0.0036676
0.71552,715.52,20.00311724,0.71552,715.52,0.003986
0.71573,715.73,20.00280154,0.71573,715.73,0.003891
0.71594,715.94,20.00314804,0.71594,715.94,0.0038929
0.71614,716.14,20.00289226,0.71614,716.14,0.0042104
0.71635,716.35,20.00308126,0.71635,716.35,0.004499
0.71656,716.56,20.00303114,0.71656,716.56,0.0045634
0.71676,716.76,20.00372792,0.71676,716.76,0.0045423
0.71697,716.97,20.0036512,0.71697,716.97,0.0047275
0.71718,717.18,20.00404614,0.71718,717.18,0.0045836
0.71738,717.38,20.00402654,0.71738,717.38,0.0044759
0.71759,717.59,20.00411544,0.71759,717.59,0.0042517
0.7178,717.8,20.00386302,0.7178,717.8,0.0041367
0.71801,718.01,20.00384454,0.71801,718.01,0.0037021
0.71821,718.21,20.00388486,0.71821,718.21,0.0033424
0.71842,718.42,20.00362684,0.71842,718.42,0.0031883
0.71863,718.63,20.00403424,0.71863,718.63,0.0032913
0.71883,718.83,20.0035238,0.71883,718.83,0.0035326
0.71904,719.04,20.0037373,0.71904,719.04,0.0035587
0.71925,719.25,20.00380408,0.71925,719.25,0.0033062
0.71945,719.45,20.00404754,0.71945,719.45,0.0037701
0.71966,719.66,20.0037786,0.71966,719.66,0.0043734
0.71987,719.87,20.0038724,0.71987,719.87,0.0046786
0.72007,720.07,20.00425362,0.72007,720.07,0.0044166
0.72028,720.28,20.0037373,0.72028,720.28,0.0041414
0.72049,720.49,20.00360094,0.72049,720.49,0.004646
0.72069,720.69,20.00342104,0.72069,720.69,0.0045222
0.7209,720.9,20.003633,0.7209,720.9,0.0047429
0.72111,721.11,20.00295708,0.72111,721.11,0.0048475
0.72131,721.31,20.00388332,0.72131,721.31,0.0043898
0.72152,721.52,20.00361256,0.72152,721.52,0.0042303
0.72173,721.73,20.00347186,0.72173,721.73,0.0045352
0.72193,721.93,20.00345282,0.72193,721.93,0.0038519
0.72214,722.14,20.00384622,0.72214,722.14,0.0033768
0.72235,722.35,20.00361508,0.72235,722.35,0.0037711
0.72255,722.55,20.00339766,0.72255,722.55,0.004076
0.72276,722.76,20.00382718,0.72276,722.76,0.0043541
0.72297,722.97,20.00355754,0.72297,722.97,0.0038784
0.72318,723.18,20.00350532,0.72318,723.18,0.0034177
0.72338,723.38,20.00318752,0.72338,723.38,0.0035201
0.72359,723.59,20.00375732,0.72359,723.59,0.0036869
0.7238,723.8,20.00387408,0.7238,723.8,0.0042663
0.724,724,20.0042231,0.724,724,0.0055754
0.72421,724.21,20.00387828,0.72421,724.21,0.0063309
0.72442,724.42,20.0031661,0.72442,724.42,0.0063516
0.72462,724.62,20.00319438,0.72462,724.62,0.005443
0.72483,724.83,20.0033565,0.72483,724.83,0.0043753
0.72504,725.04,20.0038577,0.72504,725.04,0.0035543
0.72524,725.24,20.00413868,0.72524,725.24,0.0037243
0.72545,725.45,20.00396802,0.72545,725.45,0.0046972
0.72566,725.66,20.00339584,0.72566,725.66,0.0049924
0.72586,725.86,20.00357084,0.72586,725.86,0.0052103
0.72607,726.07,20.00339836,0.72607,726.07,0.0049908
0.72628,726.28,20.00383838,0.72628,726.28,0.0048093
0.72648,726.48,20.00398692,0.72648,726.48,0.0044126
0.72669,726.69,20.00369768,0.72669,726.69,0.0035908
0.7269,726.9,20.00350966,0.7269,726.9,0.0036702
0.7271,727.1,20.00374962,0.7271,727.1,0.0035148
0.72731,727.31,20.00352996,0.72731,727.31,0.0035159
0.72752,727.52,20.00312074,0.72752,727.52,0.0039974
0.72772,727.72,20.00398678,0.72772,727.72,0.0042085
0.72793,727.93,20.00424158,0.72793,727.93,0.0042164
0.72814,728.14,20.00401758,0.72814,728.14,0.0042529
0.72835,728.35,20.00377916,0.72835,728.35,0.0047456
0.72855,728.55,20.00416346,0.72855,728.55,0.0053523
0.72876,728.76,20.00436548,0.72876,728.76,0.0059173
0.72897,728.97,20.00456806,0.72897,728.97,0.0064745
0.72917,729.17,20.004417,0.72917,729.17,0.0062974
0.72938,729.38,20.0045353,0.72938,729.38,0.0058045
0.72959,729.59,20.00424298,0.72959,729.59,0.0060687
0.72979,729.79,20.00421008,0.72979,729.79,0.0057822
0.73,730,20.00451402,0.73,730,0.0051779
0.73021,730.21,20.0044471,0.73021,730.21,0.0048445
0.73041,730.41,20.00435862,0.73041,730.41,0.0049139
0.73062,730.62,20.00463372,0.73062,730.62,0.0044541
0.73083,730.83,20.00466438,0.73083,730.83,0.0044443
0.73103,731.03,20.00399658,0.73103,731.03,0.0049072
0.73124,731.24,20.00362236,0.73124,731.24,0.0047857
0.73145,731.45,20.0038164,0.73145,731.45,0.0053501
0.73165,731.65,20.00404292,0.73165,731.65,0.0060293
0.73186,731.86,20.0036274,0.73186,731.86,0.0063725
0.73207,732.07,20.00411138,0.73207,732.07,0.0070813
0.73227,732.27,20.00443226,0.73227,732.27,0.0075273
0.73248,732.48,20.00454664,0.73248,732.48,0.0077543
0.73269,732.69,20.0042917,0.73269,732.69,0.00729
0.73289,732.89,20.00483602,0.73289,732.89,0.0065342
0.7331,733.1,20.00462,0.7331,733.1,0.0065474
0.73331,733.31,20.00365694,0.73331,733.31,0.0072749
0.73352,733.52,20.00384202,0.73352,733.52,0.0074443
0.73372,733.72,20.00393428,0.73372,733.72,0.0069844
0.73393,733.93,20.00372834,0.73393,733.93,0.0065297
0.73414,734.14,20.0036337,0.73414,734.14,0.0061055
0.73434,734.34,20.00404404,0.73434,734.34,0.0060596
0.73455,734.55,20.0044604,0.73455,734.55,0.0058662
0.73476,734.76,20.00426678,0.73476,734.76,0.0056323
0.73496,734.96,20.00403368,0.73496,734.96,0.0063414
0.73517,735.17,20.00379862,0.73517,735.17,0.0065915
0.73538,735.38,20.003934,0.73538,735.38,0.0073784
0.73558,735.58,20.00405972,0.73558,735.58,0.0085473
0.73579,735.79,20.00403718,0.73579,735.79,0.0088814
0.736,736,20.00404376,0.736,736,0.0088339
0.7362,736.2,20.0041685,0.7362,736.2,0.0087102
0.73641,736.41,20.00405482,0.73641,736.41,0.0084894
0.73662,736.62,20.00436156,0.73662,736.62,0.0092795
0.73682,736.82,20.0040866,0.73682,736.82,0.010751
0.73703,737.03,20.0038122,0.73703,737.03,0.010674
0.73724,737.24,20.00447342,0.73724,737.24,0.010007
0.73744,737.44,20.00477498,0.73744,737.44,0.0098282
0.73765,737.65,20.00408002,0.73765,737.65,0.0086774
0.73786,737.86,20.00409388,0.73786,737.86,0.0072015
0.73806,738.06,20.00401884,0.73806,738.06,0.0064061
0.73827,738.27,20.00427574,0.73827,738.27,0.0062247
0.73848,738.48,20.00383418,0.73848,738.48,0.0064801
0.73869,738.69,20.00412678,0.73869,738.69,0.0065773
0.73889,738.89,20.00393204,0.73889,738.89,0.0067069
0.7391,739.1,20.00372932,0.7391,739.1,0.0070088
0.73931,739.31,20.00445032,0.73931,739.31,0.0070851
0.73951,739.51,20.00454748,0.73951,739.51,0.0076082
0.73972,739.72,20.0037394,0.73972,739.72,0.008578
0.73993,739.93,20.00382172,0.73993,739.93,0.0086272
0.74013,740.13,20.00358792,0.74013,740.13,0.0085261
0.74034,740.34,20.0035616,0.74034,740.34,0.0084166
0.74055,740.55,20.00320754,0.74055,740.55,0.0074424
0.74075,740.75,20.0037037,0.74075,740.75,0.0065684
0.74096,740.96,20.00384608,0.74096,740.96,0.006299
0.74117,741.17,20.00400876,0.74117,741.17,0.0061322
0.74137,741.37,20.00377412,0.74137,741.37,0.0057736
0.74158,741.58,20.0044898,0.74158,741.58,0.0054331
0.74179,741.79,20.0039886,0.74179,741.79,0.0051409
0.74199,741.99,20.00327208,0.74199,741.99,0.0048395
0.7422,742.2,20.00365442,0.7422,742.2,0.0048343
0.74241,742.41,20.00358358,0.74241,742.41,0.0047542
0.74261,742.61,20.00341852,0.74261,742.61,0.0045386
0.74282,742.82,20.00346906,0.74282,742.82,0.0047435
0.74303,743.03,20.00326228,0.74303,743.03,0.004953
0.74323,743.23,20.00329,0.74323,743.23,0.0050468
0.74344,743.44,20.003458,0.74344,743.44,0.0048518
0.74365,743.65,20.00342594,0.74365,743.65,0.0048814
0.74386,743.86,20.00334418,0.74386,743.86,0.005255
0.74406,744.06,20.00338268,0.74406,744.06,0.0051206
0.74427,744.27,20.00254898,0.74427,744.27,0.0050057
0.74448,744.48,20.00283542,0.74448,744.48,0.0051634
0.74468,744.68,20.00302218,0.74468,744.68,0.006014
0.74489,744.89,20.00406154,0.74489,744.89,0.006656
0.7451,745.1,20.00380954,0.7451,745.1,0.0063272
0.7453,745.3,20.00425558,0.7453,745.3,0.0067425
0.74551,745.51,20.00403746,0.74551,745.51,0.0069387
0.74572,745.72,20.00407358,0.74572,745.72,0.0064365
0.74592,745.92,20.00337736,0.74592,745.92,0.0056995
0.74613,746.13,20.00287084,0.74613,746.13,0.0053576
0.74634,746.34,20.00297066,0.74634,746.34,0.0063362
0.74654,746.54,20.0032564,0.74654,746.54,0.006667
0.74675,746.75,20.003605,0.74675,746.75,0.0062807
0.74696,746.96,20.00357574,0.74696,746.96,0.0056469
0.74716,747.16,20.0038486,0.74716,747.16,0.0046433
0.74737,747.37,20.0036694,0.74737,747.37,0.0040392
0.74758,747.58,20.00358484,0.74758,747.58,0.0040603
0.74778,747.78,20.00345226,0.74778,747.78,0.0044942
0.74799,747.99,20.00312102,0.74799,747.99,0.0042888
0.7482,748.2,20.00318234,0.7482,748.2,0.0039797
0.7484,748.4,20.0029659,0.7484,748.4,0.0041
0.74861,748.61,20.00327376,0.74861,748.61,0.004082
0.74882,748.82,20.00370356,0.74882,748.82,0.0038947
0.74903,749.03,20.00367108,0.74903,749.03,0.0036516
0.74923,749.23,20.00282744,0.74923,749.23,0.0042933
0.74944,749.44,20.00346444,0.74944,749.44,0.0046672
0.74965,749.65,20.00304906,0.74965,749.65,0.0044718
0.74985,749.85,20.00336756,0.74985,749.85,0.0051338
0.75006,750.06,20.0035455,0.75006,750.06,0.0056442
0.75027,750.27,20.00356034,0.75027,750.27,0.0054468
0.75047,750.47,20.00398748,0.75047,750.47,0.0060989
0.75068,750.68,20.00385378,0.75068,750.68,0.007671
0.75089,750.89,20.00388906,0.75089,750.89,0.0079411
0.75109,751.09,20.00332906,0.75109,751.09,0.0077373
0.7513,751.3,20.00350448,0.7513,751.3,0.0073882
0.75151,751.51,20.00345898,0.75151,751.51,0.0073702
0.75171,751.71,20.0033404,0.75171,751.71,0.0074018
0.75192,751.92,20.00414638,0.75192,751.92,0.0072744
0.75213,752.13,20.00398678,0.75213,752.13,0.0066911
0.75233,752.33,20.00420756,0.75233,752.33,0.0062068
0.75254,752.54,20.00452158,0.75254,752.54,0.0063914
0.75275,752.75,20.00396816,0.75275,752.75,0.007469
0.75295,752.95,20.0037744,0.75295,752.95,0.0083124
0.75316,753.16,20.00383194,0.75316,753.16,0.0078517
0.75337,753.37,20.00381584,0.75337,753.37,0.0074444
0.75357,753.57,20.00426776,0.75357,753.57,0.008003
0.75378,753.78,20.00409808,0.75378,753.78,0.0079454
0.75399,753.99,20.00404376,0.75399,753.99,0.0071399
0.7542,754.2,20.00408828,0.7542,754.2,0.0074482
0.7544,754.4,20.0045836,0.7544,754.4,0.0087058
0.75461,754.61,20.00453012,0.75461,754.61,0.00909
0.75482,754.82,20.0047705,0.75482,754.82,0.010051
0.75502,755.02,20.00469546,0.75502,755.02,0.010688
0.75523,755.23,20.0050267,0.75523,755.23,0.010169
0.75544,755.44,20.00483392,0.75544,755.44,0.0088812
0.75564,755.64,20.0051072,0.75564,755.64,0.008664
0.75585,755.85,20.00491064,0.75585,755.85,0.0093168
0.75606,756.06,20.00438032,0.75606,756.06,0.008981
0.75626,756.26,20.00420966,0.75626,756.26,0.0092726
0.75647,756.47,20.00408478,0.75647,756.47,0.0097712
0.75668,756.68,20.004375,0.75668,756.68,0.0098799
0.75688,756.88,20.00439782,0.75688,756.88,0.011418
0.75709,757.09,20.00501774,0.75709,757.09,0.012293
0.7573,757.3,20.00464016,0.7573,757.3,0.011034
0.7575,757.5,20.00475342,0.7575,757.5,0.0099982
0.75771,757.71,20.0048517,0.75771,757.71,0.010989
0.75792,757.92,20.00447566,0.75792,757.92,0.011479
0.75812,758.12,20.00430584,0.75812,758.12,0.011011
0.75833,758.33,20.00364826,0.75833,758.33,0.011435
0.75854,758.54,20.00350854,0.75854,758.54,0.011287
0.75874,758.74,20.00395038,0.75874,758.74,0.010641
0.75895,758.95,20.00415814,0.75895,758.95,0.010289
0.75916,759.16,20.0047957,0.75916,759.16,0.010123
0.75937,759.37,20.00504336,0.75937,759.37,0.0093668
0.75957,759.57,20.00487886,0.75957,759.57,0.007642
0.75978,759.78,20.00489174,0.75978,759.78,0.0076599
0.75999,759.99,20.00436492,0.75999,759.99,0.0081944
0.76019,760.19,20.0041216,0.76019,760.19,0.0080899
0.7604,760.4,20.00395864,0.7604,760.4,0.0069756
0.76061,760.61,20.00362502,0.76061,760.61,0.0069244
0.76081,760.81,20.00392966,0.76081,760.81,0.0080163
0.76102,761.02,20.00415912,0.76102,761.02,0.0087037
0.76123,761.23,20.00505274,0.76123,761.23,0.009421
0.76143,761.43,20.0048391,0.76143,761.43,0.0089284
0.76164,761.64,20.00428428,0.76164,761.64,0.0084304
0.76185,761.85,20.004186,0.76185,761.85,0.0081976
0.76205,762.05,20.0043666,0.76205,762.05,0.0083836
0.76226,762.26,20.00428876,0.76226,762.26,0.0088442
0.76247,762.47,20.00402584,0.76247,762.47,0.00867
0.76267,762.67,20.00421596,0.76267,762.67,0.0079125
0.76288,762.88,20.0039627,0.76288,762.88,0.0080459
0.76309,763.09,20.00394114,0.76309,763.09,0.0083426
0.76329,763.29,20.00452214,0.76329,763.29,0.0072497
0.7635,763.5,20.00435862,0.7635,763.5,0.0069857
0.76371,763.71,20.00451794,0.76371,763.71,0.0074091
0.76391,763.91,20.0040663,0.76391,763.91,0.0070803
0.76412,764.12,20.00392294,0.76412,764.12,0.0074456
0.76433,764.33,20.00400652,0.76433,764.33,0.0083793
0.76454,764.54,20.0041496,0.76454,764.54,0.0084485
0.76474,764.74,20.00360836,0.76474,764.74,0.0088104
0.76495,764.95,20.00337694,0.76495,764.95,0.0096029
0.76516,765.16,20.00349468,0.76516,765.16,0.0095932
0.76536,765.36,20.00351344,0.76536,765.36,0.009462
0.76557,765.57,20.003857,0.76557,765.57,0.0087436
0.76578,765.78,20.00354942,0.76578,765.78,0.007793
0.76598,765.98,20.00376152,0.76598,765.98,0.0073256
0.76619,766.19,20.00363902,0.76619,766.19,0.007427
0.7664,766.4,20.00377972,0.7664,766.4,0.0077492
0.7666,766.6,20.0042392,0.7666,766.6,0.0078703
0.76681,766.81,20.0040838,0.76681,766.81,0.0076541
0.76702,767.02,20.00406952,0.76702,767.02,0.0077578
0.76722,767.22,20.00430486,0.76722,767.22,0.0076151
0.76743,767.43,20.00409556,0.76743,767.43,0.0067453
0.76764,767.64,20.00491288,0.76764,767.64,0.0068611
0.76784,767.84,20.0046046,0.76784,767.84,0.00774
0.76805,768.05,20.0045766,0.76805,768.05,0.0076677
0.76826,768.26,20.0044506,0.76826,768.26,0.0072301
0.76846,768.46,20.00485996,0.76846,768.46,0.0070989
0.76867,768.67,20.00428568,0.76867,768.67,0.0076022
0.76888,768.88,20.00422716,0.76888,768.88,0.0073297
0.76908,769.08,20.00456974,0.76908,769.08,0.0070029
0.76929,769.29,20.00492926,0.76929,769.29,0.0065967
0.7695,769.5,20.00511098,0.7695,769.5,0.0072068
0.76971,769.71,20.00544866,0.76971,769.71,0.007952
0.76991,769.91,20.00580636,0.76991,769.91,0.0082571
0.77012,770.12,20.00538104,0.77012,770.12,0.0079237
0.77033,770.33,20.00524328,0.77033,770.33,0.0077701
0.77053,770.53,20.00546588,0.77053,770.53,0.0083126
0.77074,770.74,20.00617316,0.77074,770.74,0.0089647
0.77095,770.95,20.00620564,0.77095,770.95,0.0082227
0.77115,771.15,20.00629076,0.77115,771.15,0.0074013
0.77136,771.36,20.0052654,0.77136,771.36,0.0070275
0.77157,771.57,20.0060459,0.77157,771.57,0.0071301
0.77177,771.77,20.00709632,0.77177,771.77,0.0073538
0.77198,771.98,20.00659316,0.77198,771.98,0.0080396
0.77219,772.19,20.00727972,0.77219,772.19,0.0091896
0.77239,772.39,20.00748482,0.77239,772.39,0.0098509
0.7726,772.6,20.00911036,0.7726,772.6,0.010858
0.77281,772.81,20.00966868,0.77281,772.81,0.012026
0.77301,773.01,20.0096628,0.77301,773.01,0.012026
0.77322,773.22,20.00957278,0.77322,773.22,0.011515
0.77343,773.43,20.00982282,0.77343,773.43,0.011789
0.77363,773.63,20.00991578,0.77363,773.63,0.011332
0.77384,773.84,20.01017982,0.77384,773.84,0.010906
0.77405,774.05,20.00991032,0.77405,774.05,0.011281
0.77425,774.25,20.00895188,0.77425,774.25,0.010223
0.77446,774.46,20.00921508,0.77446,774.46,0.0077831
0.77467,774.67,20.00897946,0.77467,774.67,0.0071203
0.77488,774.88,20.0092036,0.77488,774.88,0.0086429
0.77508,775.08,20.00955094,0.77508,775.08,0.0091519
0.77529,775.29,20.00978166,0.77529,775.29,0.0084654
0.7755,775.5,20.01001,0.7755,775.5,0.0078354
0.7757,775.7,20.01048796,0.7757,775.7,0.0077356
0.77591,775.91,20.00926632,0.77591,775.91,0.0081197
0.77612,776.12,20.0097776,0.77612,776.12,0.0084926
0.77632,776.32,20.0098308,0.77632,776.32,0.0080115
0.77653,776.53,20.00866138,0.77653,776.53,0.0065769
0.77674,776.74,20.00937244,0.77674,776.74,0.0061466
0.77694,776.94,20.00910896,0.77694,776.94,0.0074716
0.77715,777.15,20.0094038,0.77715,777.15,0.0081621
0.77736,777.36,20.00955822,0.77736,777.36,0.0081844
0.77756,777.56,20.009786,0.77756,777.56,0.0089649
0.77777,777.77,20.01058652,0.77777,777.77,0.010128
0.77798,777.98,20.01157688,0.77798,777.98,0.010086
0.77818,778.18,20.01094772,0.77818,778.18,0.010833
0.77839,778.39,20.01123164,0.77839,778.39,0.010565
0.7786,778.6,20.01093792,0.7786,778.6,0.0093755
0.7788,778.8,20.00996464,0.7788,778.8,0.0088072
0.77901,779.01,20.01004626,0.77901,779.01,0.0096808
0.77922,779.22,20.00967694,0.77922,779.22,0.010095
0.77942,779.42,20.00977816,0.77942,779.42,0.0099932
0.77963,779.63,20.01011864,0.77963,779.63,0.0098979
0.77984,779.84,20.01032864,0.77984,779.84,0.0098031
0.78005,780.05,20.01036938,0.78005,780.05,0.0097538
0.78025,780.25,20.01071084,0.78025,780.25,0.009563
0.78046,780.46,20.01065386,0.78046,780.46,0.011021
0.78067,780.67,20.00994798,0.78067,780.67,0.012659
0.78087,780.87,20.00985026,0.78087,780.87,0.011833
0.78108,781.08,20.00923118,0.78108,781.08,0.010568
0.78129,781.29,20.0100324,0.78129,781.29,0.011282
0.78149,781.49,20.01019984,0.78149,781.49,0.011377
0.7817,781.7,20.01138186,0.7817,781.7,0.011687
0.78191,781.91,20.01190238,0.78191,781.91,0.012168
0.78211,782.11,20.0105791,0.78211,782.11,0.013585
0.78232,782.32,20.01001056,0.78232,782.32,0.013523
0.78253,782.53,20.01025584,0.78253,782.53,0.012767
0.78273,782.73,20.01016162,0.78273,782.73,0.013988
0.78294,782.94,20.00994672,0.78294,782.94,0.014871
0.78315,783.15,20.00956466,0.78315,783.15,0.013014
0.78335,783.35,20.00880082,0.78335,783.35,0.012314
0.78356,783.56,20.00933128,0.78356,783.56,0.012553
0.78377,783.77,20.00936544,0.78377,783.77,0.01349
0.78397,783.97,20.01025458,0.78397,783.97,0.013986
0.78418,784.18,20.00947296,0.78418,784.18,0.014786
0.78439,784.39,20.00970424,0.78439,784.39,0.014558
0.78459,784.59,20.01078504,0.78459,784.59,0.01231
0.7848,784.8,20.01006726,0.7848,784.8,0.0097708
0.78501,785.01,20.0101094,0.78501,785.01,0.0086513
0.78521,785.21,20.00960624,0.78521,785.21,0.0084612
0.78542,785.42,20.0095291,0.78542,785.42,0.0082607
0.78563,785.63,20.00897274,0.78563,785.63,0.008115
0.78584,785.84,20.00883204,0.78584,785.84,0.0085264
0.78604,786.04,20.00961184,0.78604,786.04,0.0095629
0.78625,786.25,20.0103005,0.78625,786.25,0.0098896
0.78646,786.46,20.01052394,0.78646,786.46,0.010759
0.78666,786.66,20.01018388,0.78666,786.66,0.012509
0.78687,786.87,20.00922908,0.78687,786.87,0.012632
0.78708,787.08,20.00817712,0.78708,787.08,0.011458
0.78728,787.28,20.0082551,0.78728,787.28,0.01131
0.78749,787.49,20.0082586,0.78749,787.49,0.013232
0.7877,787.7,20.00808206,0.7877,787.7,0.013386
0.7879,787.9,20.00816214,0.7879,787.9,0.013192
0.78811,788.11,20.0079891,0.78811,788.11,0.013445
0.78832,788.32,20.00797846,0.78832,788.32,0.014314
0.78852,788.52,20.00787472,0.78852,788.52,0.01388
0.78873,788.73,20.00825174,0.78873,788.73,0.013792
0.78894,788.94,20.00928984,0.78894,788.94,0.013552
0.78914,789.14,20.00958034,0.78914,789.14,0.014246
0.78935,789.35,20.00917966,0.78935,789.35,0.014075
0.78956,789.56,20.0099911,0.78956,789.56,0.013176
0.78976,789.76,20.00928802,0.78976,789.76,0.012219
0.78997,789.97,20.00915782,0.78997,789.97,0.010586
0.79018,790.18,20.01020698,0.79018,790.18,0.0096553
0.79038,790.38,20.0100037,0.79038,790.38,0.011129
0.79059,790.59,20.0088144,0.79059,790.59,0.012153
0.7908,790.8,20.0094297,0.7908,790.8,0.011924
0.79101,791.01,20.00894432,0.79101,791.01,0.012657
0.79121,791.21,20.0089355,0.79121,791.21,0.014908
0.79142,791.42,20.0082523,0.79142,791.42,0.015214
0.79163,791.63,20.0079457,0.79163,791.63,0.014227
0.79183,791.83,20.00833994,0.79183,791.83,0.015159
0.79204,792.04,20.0083608,0.79204,792.04,0.017379
0.79225,792.25,20.00906178,0.79225,792.25,0.01707
0.79245,792.45,20.01019676,0.79245,792.45,0.013957
0.79266,792.66,20.01054186,0.79266,792.66,0.012744
0.79287,792.87,20.00965244,0.79287,792.87,0.012434
0.79307,793.07,20.0114576,0.79307,793.07,0.010804
0.79328,793.28,20.01125236,0.79328,793.28,0.0096981
0.79349,793.49,20.01073086,0.79349,793.49,0.010207
0.79369,793.69,20.01071308,0.79369,793.69,0.011846
0.7939,793.9,20.01003016,0.7939,793.9,0.012504
0.79411,794.11,20.01015854,0.79411,794.11,0.012147
0.79431,794.31,20.00977074,0.79431,794.31,0.011937
0.79452,794.52,20.01087184,0.79452,794.52,0.011784
0.79473,794.73,20.0106505,0.79473,794.73,0.012458
0.79493,794.93,20.01085518,0.79493,794.93,0.013781
0.79514,795.14,20.01071266,0.79514,795.14,0.014275
0.79535,795.35,20.01287874,0.79535,795.35,0.014064
0.79555,795.55,20.0118118,0.79555,795.55,0.014348
0.79576,795.76,20.0135373,0.79576,795.76,0.014377
0.79597,795.97,20.01398236,0.79597,795.97,0.013277
0.79618,796.18,20.0146146,0.79618,796.18,0.013806
0.79638,796.38,20.0153314,0.79638,796.38,0.015317
0.79659,796.59,20.0152012,0.79659,796.59,0.015745
0.7968,796.8,20.0145796,0.7968,796.8,0.015314
0.797,797,20.012635,0.797,797,0.015398
0.79721,797.21,20.01095458,0.79721,797.21,0.014362
0.79742,797.42,20.01075844,0.79742,797.42,0.013266
0.79762,797.62,20.01072092,0.79762,797.62,0.013682
0.79783,797.83,20.00943824,0.79783,797.83,0.015673
0.79804,798.04,20.01119552,0.79804,798.04,0.016111
0.79824,798.24,20.0120694,0.79824,798.24,0.01459
0.79845,798.45,20.01131214,0.79845,798.45,0.015157
0.79866,798.66,20.01312906,0.79866,798.66,0.01638
0.79886,798.86,20.01367408,0.79886,798.86,0.016983
0.79907,799.07,20.01288896,0.79907,799.07,0.01691
0.79928,799.28,20.01336006,0.79928,799.28,0.016418
0.79948,799.48,20.014966,0.79948,799.48,0.015636
0.79969,799.69,20.0149058,0.79969,799.69,0.014291
0.7999,799.9,20.014308,0.7999,799.9,0.015896
0.8001,800.1,20.01159354,0.8001,800.1,0.01669
0.80031,800.31,20.01133118,0.80031,800.31,0.01672
0.80052,800.52,20.01214332,0.80052,800.52,0.017753
0.80072,800.72,20.01053108,0.80072,800.72,0.018987
0.80093,800.93,20.01243004,0.80093,800.93,0.018025
0.80114,801.14,20.01388534,0.80114,801.14,0.017099
0.80135,801.35,20.0128576,0.80135,801.35,0.01927
0.80155,801.55,20.01396948,0.80155,801.55,0.021024
0.80176,801.76,20.01378286,0.80176,801.76,0.018491
