Frequency (eV),Frequency (meV),vDOS Room Temperature,Frequency,Frequency (meV),vDOS Cryo Temperature
0.91343,913.43,18.053964,0.91405,914.05,0.02889
0.91364,913.64,18.056928,0.91426,914.26,0.032259
0.91384,913.84,18.0625164,0.91446,914.46,0.037129
0.91405,914.05,18.0563868,0.91467,914.67,0.040796
0.91426,914.26,18.0490788,0.91488,914.88,0.045046
0.91446,914.46,18.0668484,0.91508,915.08,0.049107
0.91467,914.67,18.073842,0.91529,915.29,0.049744
0.91488,914.88,18.0607044,0.9155,915.5,0.043942
0.91508,915.08,18.053748,0.91571,915.71,0.041856
0.91529,915.29,18.042696,0.91591,915.91,0.044773
0.9155,915.5,18.0422568,0.91612,916.12,0.044399
0.91571,915.71,18.0604764,0.91633,916.33,0.04515
0.91591,915.91,18.0606588,0.91653,916.53,0.049741
0.91612,916.12,18.0590316,0.91674,916.74,0.046486
0.91633,916.33,18.0695316,0.91695,916.95,0.042204
0.91653,916.53,18.0709716,0.91715,917.15,0.043088
0.91674,916.74,18.0541704,0.91736,917.36,0.042596
0.91695,916.95,18.0525096,0.91757,917.57,0.043205
0.91715,917.15,18.0521796,0.91777,917.77,0.050719
0.91736,917.36,18.0531612,0.91798,917.98,0.059297
0.91757,917.57,18.055908,0.91819,918.19,0.060442
0.91777,917.77,18.0677568,0.91839,918.39,0.056339
0.91798,917.98,18.0779016,0.9186,918.6,0.046149
0.91819,918.19,18.0656016,0.91881,918.81,0.037748
0.91839,918.39,18.0621696,0.91901,919.01,0.036831
0.9186,918.6,18.068982,0.91922,919.22,0.035128
0.91881,918.81,18.0654468,0.91943,919.43,0.034909
0.91901,919.01,18.0594996,0.91963,919.63,0.040661
0.91922,919.22,18.056088,0.91984,919.84,0.041368
0.91943,919.43,18.0509628,0.92005,920.05,0.032926
0.91963,919.63,18.0512856,0.92025,920.25,0.025288
0.91984,919.84,18.0493692,0.92046,920.46,0.027047
0.92005,920.05,18.0512496,0.92067,920.67,0.030559
0.92025,920.25,18.0572784,0.92087,920.87,0.035261
0.92046,920.46,18.0546276,0.92108,921.08,0.043135
0.92067,920.67,18.0547884,0.92129,921.29,0.044092
0.92087,920.87,18.05997,0.9215,921.5,0.03636
0.92108,921.08,18.0681492,0.9217,921.7,0.036215
0.92129,921.29,18.0745716,0.92191,921.91,0.040501
0.9215,921.5,18.068256,0.92212,922.12,0.040986
0.9217,921.7,18.0670824,0.92232,922.32,0.039151
0.92191,921.91,18.0666588,0.92253,922.53,0.039538
0.92212,922.12,18.06024,0.92274,922.74,0.041007
0.92232,922.32,18.0601884,0.92294,922.94,0.040141
0.92253,922.53,18.073164,0.92315,923.15,0.034738
0.92274,922.74,18.0764028,0.92336,923.36,0.031582
0.92294,922.94,18.065748,0.92356,923.56,0.033593
0.92315,923.15,18.0554328,0.92377,923.77,0.035029
0.92336,923.36,18.0452712,0.92398,923.98,0.034373
0.92356,923.56,18.0545988,0.92418,924.18,0.032925
0.92377,923.77,18.0598464,0.92439,924.39,0.033532
0.92398,923.98,18.0508704,0.9246,924.6,0.032066
0.92418,924.18,18.0548016,0.9248,924.8,0.029604
0.92439,924.39,18.0585444,0.92501,925.01,0.025016
0.9246,924.6,18.051588,0.92522,925.22,0.027278
0.9248,924.8,18.0561132,0.92542,925.42,0.033529
0.92501,925.01,18.0501816,0.92563,925.63,0.03251
0.92522,925.22,18.0493188,0.92584,925.84,0.028728
0.92542,925.42,18.04917,0.92604,926.04,0.028309
0.92563,925.63,18.0444924,0.92625,926.25,0.029589
0.92584,925.84,18.059184,0.92646,926.46,0.030871
0.92604,926.04,18.0652992,0.92667,926.67,0.034593
0.92625,926.25,18.0642744,0.92687,926.87,0.031593
0.92646,926.46,18.0539892,0.92708,927.08,0.026323
0.92667,926.67,18.0540624,0.92729,927.29,0.029794
0.92687,926.87,18.0562992,0.92749,927.49,0.031495
0.92708,927.08,18.053664,0.9277,927.7,0.027567
0.92729,927.29,18.038016,0.92791,927.91,0.028691
0.92749,927.49,18.0411708,0.92811,928.11,0.028465
0.9277,927.7,18.0583572,0.92832,928.32,0.025442
0.92791,927.91,18.0598224,0.92853,928.53,0.028482
0.92811,928.11,18.0630804,0.92873,928.73,0.02675
0.92832,928.32,18.0536196,0.92894,928.94,0.025489
0.92853,928.53,18.0423444,0.92915,929.15,0.028475
0.92873,928.73,18.045768,0.92935,929.35,0.026953
0.92894,928.94,18.0464376,0.92956,929.56,0.026326
0.92915,929.15,18.05049,0.92977,929.77,0.029919
0.92935,929.35,18.0632076,0.92997,929.97,0.031028
0.92956,929.56,18.0595296,0.93018,930.18,0.028937
0.92977,929.77,18.0544152,0.93039,930.39,0.028819
0.92997,929.97,18.0538692,0.93059,930.59,0.026308
0.93018,930.18,18.0545112,0.9308,930.8,0.023243
0.93039,930.39,18.0610608,0.93101,931.01,0.020353
0.93059,930.59,18.0525468,0.93121,931.21,0.022119
0.9308,930.8,18.0467112,0.93142,931.42,0.025514
0.93101,931.01,18.0518748,0.93163,931.63,0.028125
0.93121,931.21,18.0573948,0.93184,931.84,0.025438
0.93142,931.42,18.0604224,0.93204,932.04,0.020689
0.93163,931.63,18.0500868,0.93225,932.25,0.020529
0.93184,931.84,18.0372048,0.93246,932.46,0.021538
0.93204,932.04,18.0387204,0.93266,932.66,0.022279
0.93225,932.25,18.0373788,0.93287,932.87,0.018227
0.93246,932.46,18.041274,0.93308,933.08,0.015974
0.93266,932.66,18.0502896,0.93328,933.28,0.017985
0.93287,932.87,18.0520152,0.93349,933.49,0.019021
0.93308,933.08,18.0463464,0.9337,933.7,0.020222
0.93328,933.28,18.0428988,0.9339,933.9,0.017367
0.93349,933.49,18.0507552,0.93411,934.11,0.013551
0.9337,933.7,18.0547428,0.93432,934.32,0.015936
0.9339,933.9,18.0428196,0.93452,934.52,0.019177
0.93411,934.11,18.0313836,0.93473,934.73,0.018747
0.93432,934.32,18.0379584,0.93494,934.94,0.016426
0.93452,934.52,18.0445596,0.93514,935.14,0.013909
0.93473,934.73,18.0406404,0.93535,935.35,0.013643
0.93494,934.94,18.0383364,0.93556,935.56,0.012862
0.93514,935.14,18.0408312,0.93576,935.76,0.011177
0.93535,935.35,18.0416376,0.93597,935.97,0.011484
0.93556,935.56,18.0451368,0.93618,936.18,0.012457
0.93576,935.76,18.0466836,0.93638,936.38,0.01167
0.93597,935.97,18.0377916,0.93659,936.59,0.012834
0.93618,936.18,18.0347784,0.9368,936.8,0.012841
0.93638,936.38,18.049818,0.93701,937.01,0.0096603
0.93659,936.59,18.0519552,0.93721,937.21,0.011311
0.9368,936.8,18.0422952,0.93742,937.42,0.01199
0.93701,937.01,18.0376884,0.93763,937.63,0.011474
0.93721,937.21,18.0421596,0.93783,937.83,0.01075
0.93742,937.42,18.0439308,0.93804,938.04,0.011458
0.93763,937.63,18.0376392,0.93825,938.25,0.013621
0.93783,937.83,18.0364284,0.93845,938.45,0.013921
0.93804,938.04,18.0370404,0.93866,938.66,0.01343
0.93825,938.25,18.0408264,0.93887,938.87,0.014904
0.93845,938.45,18.0439884,0.93907,939.07,0.014593
0.93866,938.66,18.0416508,0.93928,939.28,0.011615
0.93887,938.87,18.0423024,0.93949,939.49,0.010221
0.93907,939.07,18.0487248,0.93969,939.69,0.011258
0.93928,939.28,18.0486468,0.9399,939.9,0.012663
0.93949,939.49,18.0412956,0.94011,940.11,0.014486
0.93969,939.69,18.04368,0.94031,940.31,0.015605
0.9399,939.9,18.0430008,0.94052,940.52,0.015739
0.94011,940.11,18.04434,0.94073,940.73,0.015629
0.94031,940.31,18.0418752,0.94093,940.93,0.013668
0.94052,940.52,18.033408,0.94114,941.14,0.012747
0.94073,940.73,18.0330744,0.94135,941.35,0.013099
0.94093,940.93,18.0421464,0.94155,941.55,0.013699
0.94114,941.14,18.0355128,0.94176,941.76,0.012712
0.94135,941.35,18.0334296,0.94197,941.97,0.010799
0.94155,941.55,18.0414636,0.94218,942.18,0.010907
0.94176,941.76,18.0440892,0.94238,942.38,0.011027
0.94197,941.97,18.0417276,0.94259,942.59,0.011676
0.94218,942.18,18.0325788,0.9428,942.8,0.011487
0.94238,942.38,18.0360312,0.943,943,0.011082
0.94259,942.59,18.0400704,0.94321,943.21,0.010356
0.9428,942.8,18.03132,0.94342,943.42,0.0087758
0.943,943,18.0248916,0.94362,943.62,0.0083481
0.94321,943.21,18.0273936,0.94383,943.83,0.0094466
0.94342,943.42,18.0312876,0.94404,944.04,0.010147
0.94362,943.62,18.0296436,0.94424,944.24,0.011804
0.94383,943.83,18.0289308,0.94445,944.45,0.011934
0.94404,944.04,18.0370788,0.94466,944.66,0.012369
0.94424,944.24,18.0376524,0.94486,944.86,0.012692
0.94445,944.45,18.0281988,0.94507,945.07,0.013075
0.94466,944.66,18.0263448,0.94528,945.28,0.015036
0.94486,944.86,18.032112,0.94548,945.48,0.01442
0.94507,945.07,18.0299736,0.94569,945.69,0.013666
0.94528,945.28,18.0288348,0.9459,945.9,0.011078
0.94548,945.48,18.0306528,0.9461,946.1,0.010571
0.94569,945.69,18.02619,0.94631,946.31,0.011434
0.9459,945.9,18.0260688,0.94652,946.52,0.011032
0.9461,946.1,18.0246864,0.94672,946.72,0.010631
0.94631,946.31,18.0243276,0.94693,946.93,0.0098762
0.94652,946.52,18.0258612,0.94714,947.14,0.0084983
0.94672,946.72,18.0266604,0.94735,947.35,0.0071585
0.94693,946.93,18.0248856,0.94755,947.55,0.007421
0.94714,947.14,18.0212352,0.94776,947.76,0.0086975
0.94735,947.35,18.0198912,0.94797,947.97,0.0086556
0.94755,947.55,18.0217356,0.94817,948.17,0.0090248
0.94776,947.76,18.0196656,0.94838,948.38,0.0098696
0.94797,947.97,18.0198492,0.94859,948.59,0.0085502
0.94817,948.17,18.0201384,0.94879,948.79,0.0071669
0.94838,948.38,18.0233124,0.949,949,0.0083969
0.94859,948.59,18.0284316,0.94921,949.21,0.0094585
0.94879,948.79,18.0241656,0.94941,949.41,0.0094842
0.949,949,18.0214956,0.94962,949.62,0.0093207
0.94921,949.21,18.0222168,0.94983,949.83,0.0099533
0.94941,949.41,18.018552,0.95003,950.03,0.0095529
0.94962,949.62,18.0198852,0.95024,950.24,0.00885
0.94983,949.83,18.0235512,0.95045,950.45,0.0096264
0.95003,950.03,18.0241956,0.95065,950.65,0.0099963
0.95024,950.24,18.0246444,0.95086,950.86,0.0088088
0.95045,950.45,18.024612,0.95107,951.07,0.0068887
0.95065,950.65,18.0238524,0.95127,951.27,0.0062445
0.95086,950.86,18.0205368,0.95148,951.48,0.0073149
0.95107,951.07,18.0179196,0.95169,951.69,0.0072338
0.95127,951.27,18.0194376,0.95189,951.89,0.0082722
0.95148,951.48,18.0186108,0.9521,952.1,0.0081774
0.95169,951.69,18.0194616,0.95231,952.31,0.0076058
0.95189,951.89,18.0190668,0.95252,952.52,0.007309
0.9521,952.1,18.0171036,0.95272,952.72,0.0075702
0.95231,952.31,18.0159024,0.95293,952.93,0.0077451
0.95252,952.52,18.0182964,0.95314,953.14,0.007264
0.95272,952.72,18.0170088,0.95334,953.34,0.0065915
0.95293,952.93,18.0170916,0.95355,953.55,0.0053826
0.95314,953.14,18.0169452,0.95376,953.76,0.0053628
0.95334,953.34,18.0153828,0.95396,953.96,0.0054778
0.95355,953.55,18.0169836,0.95417,954.17,0.0057171
0.95376,953.76,18.0165552,0.95438,954.38,0.0060365
0.95396,953.96,18.0174684,0.95458,954.58,0.0055984
0.95417,954.17,18.018894,0.95479,954.79,0.0047737
0.95438,954.38,18.0181836,0.955,955,0.0048095
0.95458,954.58,18.01737,0.9552,955.2,0.0044671
0.95479,954.79,18.019134,0.95541,955.41,0.0040862
0.955,955,18.0176964,0.95562,955.62,0.0050581
0.9552,955.2,18.0159552,0.95582,955.82,0.0051787
0.95541,955.41,18.0161088,0.95603,956.03,0.0049467
0.95562,955.62,18.0150792,0.95624,956.24,0.0049887
0.95582,955.82,18.0159516,0.95644,956.44,0.0052122
0.95603,956.03,18.0167112,0.95665,956.65,0.0055198
0.95624,956.24,18.0164844,0.95686,956.86,0.0054474
0.95644,956.44,18.0142896,0.95706,957.06,0.0051691
0.95665,956.65,18.014142,0.95727,957.27,0.0049031
0.95686,956.86,18.0142632,0.95748,957.48,0.0052252
0.95706,957.06,18.0143712,0.95769,957.69,0.0046087
0.95727,957.27,18.0130248,0.95789,957.89,0.0038779
0.95748,957.48,18.012144,0.9581,958.1,0.0038129
0.95769,957.69,18.01117632,0.95831,958.31,0.0037955
0.95789,957.89,18.013104,0.95851,958.51,0.0036434
0.9581,958.1,18.01151916,0.95872,958.72,0.0036954
0.95831,958.31,18.0093012,0.95893,958.93,0.0037028
0.95851,958.51,18.01154352,0.95913,959.13,0.0034183
0.95872,958.72,18.0120744,0.95934,959.34,0.0041861
0.95893,958.93,18.01075764,0.95955,959.55,0.0039818
0.95913,959.13,18.00958824,0.95975,959.75,0.0039078
0.95934,959.34,18.01014408,0.95996,959.96,0.0032754
0.95955,959.55,18.01197636,0.96017,960.17,0.002773
0.95975,959.75,18.010806,0.96037,960.37,0.0027802
0.95996,959.96,18.00910032,0.96058,960.58,0.0029399
0.96017,960.17,18.00908136,0.96079,960.79,0.0036508
0.96037,960.37,18.00832056,0.96099,960.99,0.0045992
0.96058,960.58,18.00911652,0.9612,961.2,0.0045188
0.96079,960.79,18.01122744,0.96141,961.41,0.0036745
0.96099,960.99,18.00919056,0.96161,961.61,0.0039542
0.9612,961.2,18.00638964,0.96182,961.82,0.0042398
0.96141,961.41,18.00737892,0.96203,962.03,0.0041729
0.96161,961.61,18.00669396,0.96223,962.23,0.0039211
0.96182,961.82,18.00683436,0.96244,962.44,0.0035901
0.96203,962.03,18.00790704,0.96265,962.65,0.0035552
0.96223,962.23,18.0068622,0.96286,962.86,0.003157
0.96244,962.44,18.00779736,0.96306,963.06,0.0029628
0.96265,962.65,18.00682416,0.96327,963.27,0.0031051
0.96286,962.86,18.00741336,0.96348,963.48,0.0025339
0.96306,963.06,18.00676044,0.96368,963.68,0.0027862
0.96327,963.27,18.00694272,0.96389,963.89,0.0032028
0.96348,963.48,18.00628596,0.9641,964.1,0.0031444
0.96368,963.68,18.00509592,0.9643,964.3,0.0025647
0.96389,963.89,18.00594888,0.96451,964.51,0.0025405
0.9641,964.1,18.00631716,0.96472,964.72,0.0026393
0.9643,964.3,18.00606144,0.96492,964.92,0.0025941
0.96451,964.51,18.00499812,0.96513,965.13,0.0023949
0.96472,964.72,18.0050766,0.96534,965.34,0.0022004
0.96492,964.92,18.00579636,0.96554,965.54,0.0022262
0.96513,965.13,18.0056556,0.96575,965.75,0.0022629
0.96534,965.34,18.0051312,0.96596,965.96,0.0018222
0.96554,965.54,18.00548784,0.96616,966.16,0.0017803
0.96575,965.75,18.00611052,0.96637,966.37,0.0020187
0.96596,965.96,18.00504288,0.96658,966.58,0.0020591
0.96616,966.16,18.00406488,0.96678,966.78,0.0017172
0.96637,966.37,18.00472092,0.96699,966.99,0.0018849
0.96658,966.58,18.0044268,0.9672,967.2,0.0022597
0.96678,966.78,18.00365628,0.9674,967.4,0.0018925
0.96699,966.99,18.00351924,0.96761,967.61,0.0019303
0.9672,967.2,18.0039156,0.96782,967.82,0.0021143
0.9674,967.4,18.0039564,0.96803,968.03,0.002479
0.96761,967.61,18.00434436,0.96823,968.23,0.0022717
0.96782,967.82,18.00418236,0.96844,968.44,0.0018172
0.96803,968.03,18.00505596,0.96865,968.65,0.0016584
0.96823,968.23,18.0057354,0.96885,968.85,0.001752
0.96844,968.44,18.00484692,0.96906,969.06,0.0020247
0.96865,968.65,18.00475548,0.96927,969.27,0.002101
0.96885,968.85,18.0043152,0.96947,969.47,0.0021868
0.96906,969.06,18.00432924,0.96968,969.68,0.00206
0.96927,969.27,18.00494484,0.96989,969.89,0.0019124
0.96947,969.47,18.00439236,0.97009,970.09,0.0018504
0.96968,969.68,18.00316728,0.9703,970.3,0.0017728
0.96989,969.89,18.00289632,0.97051,970.51,0.001599
0.97009,970.09,18.00338784,0.97071,970.71,0.0015351
0.9703,970.3,18.00386664,0.97092,970.92,0.0020291
0.97051,970.51,18.0036126,0.97113,971.13,0.0019614
0.97071,970.71,18.003036,0.97133,971.33,0.0016206
0.97092,970.92,18.002811,0.97154,971.54,0.0019283
0.97113,971.13,18.002964,0.97175,971.75,0.0019169
0.97133,971.33,18.00328332,0.97195,971.95,0.0015937
0.97154,971.54,18.0032364,0.97216,972.16,0.0015448
0.97175,971.75,18.0034818,0.97237,972.37,0.0017255
0.97195,971.95,18.002757,0.97257,972.57,0.0021044
0.97216,972.16,18.00248484,0.97278,972.78,0.0019346
0.97237,972.37,18.00244176,0.97299,972.99,0.0015939
0.97257,972.57,18.00224556,0.9732,973.2,0.0013723
0.97278,972.78,18.00297456,0.9734,973.4,0.0015151
0.97299,972.99,18.0030834,0.97361,973.61,0.0012705
0.9732,973.2,18.00233184,0.97382,973.82,0.0013185
0.9734,973.4,18.00230448,0.97402,974.02,0.0014928
0.97361,973.61,18.00225636,0.97423,974.23,0.0015346
0.97382,973.82,18.0023046,0.97444,974.44,0.001259
0.97402,974.02,18.00309024,0.97464,974.64,0.001338
0.97423,974.23,18.00297132,0.97485,974.85,0.0013243
0.97444,974.44,18.00261564,0.97506,975.06,0.0013858
0.97464,974.64,18.0026862,0.97526,975.26,0.0013429
0.97485,974.85,18.00268656,0.97547,975.47,0.001168
0.97506,975.06,18.0024588,0.97568,975.68,0.0012009
0.97526,975.26,18.00262836,0.97588,975.88,0.0010647
0.97547,975.47,18.00218592,0.97609,976.09,0.0011794
0.97568,975.68,18.00188256,0.9763,976.3,0.0012186
0.97588,975.88,18.00252672,0.9765,976.5,0.0010705
0.97609,976.09,18.00279636,0.97671,976.71,0.0010183
0.9763,976.3,18.00265584,0.97692,976.92,0.0010447
0.9765,976.5,18.0022206,0.97712,977.12,0.0011177
0.97671,976.71,18.00172668,0.97733,977.33,0.00099178
0.97692,976.92,18.0014964,0.97754,977.54,0.0010352
0.97712,977.12,18.00180696,0.97774,977.74,0.00084158
0.97733,977.33,18.00197556,0.97795,977.95,0.00079329
0.97754,977.54,18.00213132,0.97816,978.16,0.00079413
0.97774,977.74,18.00241668,0.97837,978.37,0.00088692
0.97795,977.95,18.002163,0.97857,978.57,0.0011428
0.97816,978.16,18.00198048,0.97878,978.78,0.0010747
0.97837,978.37,18.00210384,0.97899,978.99,0.0011015
0.97857,978.57,18.0019698,0.97919,979.19,0.0011197
0.97878,978.78,18.00216108,0.9794,979.4,0.0010196
0.97899,978.99,18.00191736,0.97961,979.61,0.0010761
0.97919,979.19,18.00159216,0.97981,979.81,0.0011203
0.9794,979.4,18.00229896,0.98002,980.02,0.0010158
0.97961,979.61,18.0018672,0.98023,980.23,0.00082218
0.97981,979.81,18.001626,0.98043,980.43,0.0010304
0.98002,980.02,18.00134772,0.98064,980.64,0.00094348
0.98023,980.23,18.00147996,0.98085,980.85,0.00086851
0.98043,980.43,18.00166368,0.98105,981.05,0.0008742
0.98064,980.64,18.001491,0.98126,981.26,0.00074686
0.98085,980.85,18.00139056,0.98147,981.47,0.0008503
0.98105,981.05,18.00151656,0.98167,981.67,0.00082987
0.98126,981.26,18.00146052,0.98188,981.88,0.00079308
0.98147,981.47,18.00155688,0.98209,982.09,0.00083884
0.98167,981.67,18.0013668,0.98229,982.29,0.00066204
0.98188,981.88,18.00129984,0.9825,982.5,0.00061352
0.98209,982.09,18.00113221,0.98271,982.71,0.00059679
0.98229,982.29,18.00105185,0.98291,982.91,0.00060364
0.9825,982.5,18.00143016,0.98312,983.12,0.00068419
0.98271,982.71,18.00139728,0.98333,983.33,0.00078574
0.98291,982.91,18.00105566,0.98354,983.54,0.00069706
0.98312,983.12,18.00108601,0.98374,983.74,0.00069503
0.98333,983.33,18.00108938,0.98395,983.95,0.00059091
0.98354,983.54,18.00105586,0.98416,984.16,0.00060024
0.98374,983.74,18.00099203,0.98436,984.36,0.00055422
0.98395,983.95,18.00113209,0.98457,984.57,0.0006211
0.98416,984.16,18.00120516,0.98478,984.78,0.00059257
0.98436,984.36,18.00114122,0.98498,984.98,0.0005869
0.98457,984.57,18.00123228,0.98519,985.19,0.00052828
0.98478,984.78,18.00127224,0.9854,985.4,0.00072941
0.98498,984.98,18.00075283,0.9856,985.6,0.00077654
0.98519,985.19,18.00086736,0.98581,985.81,0.00057139
0.9854,985.4,18.00088334,0.98602,986.02,0.00058016
0.9856,985.6,18.00095844,0.98622,986.22,0.00065954
0.98581,985.81,18.00103486,0.98643,986.43,0.00066148
0.98602,986.02,18.00094931,0.98664,986.64,0.00068181
0.98622,986.22,18.00100098,0.98684,986.84,0.0005749
0.98643,986.43,18.00098621,0.98705,987.05,0.00062242
0.98664,986.64,18.00073758,0.98726,987.26,0.0005517
0.98684,986.84,18.00091174,0.98746,987.46,0.00054133
0.98705,987.05,18.00091276,0.98767,987.67,0.00052862
0.98726,987.26,18.00094326,0.98788,987.88,0.00052645
0.98746,987.46,18.00092777,0.98808,988.08,0.00048864
0.98767,987.67,18.000844,0.98829,988.29,0.00058325
0.98788,987.88,18.00092784,0.9885,988.5,0.00066411
0.98808,988.08,18.00100168,0.9887,988.7,0.00060048
0.98829,988.29,18.0008713,0.98891,988.91,0.00058158
0.9885,988.5,18.0009001,0.98912,989.12,0.000641
0.9887,988.7,18.00074603,0.98933,989.33,0.00063573
0.98891,988.91,18.00072842,0.98953,989.53,0.00061377
0.98912,989.12,18.00058385,0.98974,989.74,0.00047528
0.98933,989.33,18.0008015,0.98995,989.95,0.00053785
0.98953,989.53,18.00084116,0.99015,990.15,0.00044404
0.98974,989.74,18.00074321,0.99036,990.36,0.00041592
0.98995,989.95,18.0008025,0.99057,990.57,0.00042916
0.99015,990.15,18.00080556,0.99077,990.77,0.00046037
0.99036,990.36,18.0006399,0.99098,990.98,0.00041227
0.99057,990.57,18.00087283,0.99119,991.19,0.00048321
0.99077,990.77,18.00078949,0.99139,991.39,0.0005066
0.99098,990.98,18.00072205,0.9916,991.6,0.00054499
0.99119,991.19,18.00066742,0.99181,991.81,0.00047159
0.99139,991.39,18.00070067,0.99201,992.01,0.00045479
0.9916,991.6,18.00064444,0.99222,992.22,0.00046901
0.99181,991.81,18.00080684,0.99243,992.43,0.00049395
0.99201,992.01,18.00078217,0.99263,992.63,0.00043601
0.99222,992.22,18.00064265,0.99284,992.84,0.00053188
0.99243,992.43,18.00045034,0.99305,993.05,0.00048298
0.99263,992.63,18.00080215,0.99325,993.25,0.00049031
0.99284,992.84,18.00068864,0.99346,993.46,0.00057672
0.99305,993.05,18.00057623,0.99367,993.67,0.00057352
0.99325,993.25,18.00056206,0.99387,993.87,0.00046162
0.99346,993.46,18.00068012,0.99408,994.08,0.00048945
0.99367,993.67,18.00079868,0.99429,994.29,0.00041352
0.99387,993.87,18.00066719,0.9945,994.5,0.0004805
0.99408,994.08,18.00059755,0.9947,994.7,0.00047019
0.99429,994.29,18.00064776,0.99491,994.91,0.00051468
0.9945,994.5,18.00045622,0.99512,995.12,0.00045145
0.9947,994.7,18.00052625,0.99532,995.32,0.00041868
0.99491,994.91,18.00051112,0.99553,995.53,0.00042156
0.99512,995.12,18.00062455,0.99574,995.74,0.00044947
0.99532,995.32,18.00070399,0.99594,995.94,0.00040618
0.99553,995.53,18.00063683,0.99615,996.15,0.00046797
0.99574,995.74,18.00044825,0.99636,996.36,0.00041083
0.99594,995.94,18.00047101,0.99656,996.56,0.0004326
0.99615,996.15,18.00039427,0.99677,996.77,0.00036835
0.99636,996.36,18.0005633,0.99698,996.98,0.00039855
0.99656,996.56,18.00048871,0.99718,997.18,0.00039753
0.99677,996.77,18.00048488,0.99739,997.39,0.00053552
0.99698,996.98,18.00055703,0.9976,997.6,0.0004316
0.99718,997.18,18.00055285,0.9978,997.8,0.00036425
0.99739,997.39,18.0004829,0.99801,998.01,0.00040157
0.9976,997.6,18.00055231,0.99822,998.22,0.00043304
0.9978,997.8,18.00047356,0.99842,998.42,0.00040871
0.99801,998.01,18.00076183,0.99863,998.63,0.00045496
0.99822,998.22,18.00066077,0.99884,998.84,0.00044554
0.99842,998.42,18.00060904,0.99904,999.04,0.00045025
0.99863,998.63,18.00053129,0.99925,999.25,0.00044768
0.99884,998.84,18.00060101,0.99946,999.46,0.00049579
0.99904,999.04,18.00058988,0.99967,999.67,0.00039578
0.99925,999.25,18.00047371,0.99987,999.87,0.00034612
0.99946,999.46,18.0005204,1.0001,1000.1,0.00033899
0.99967,999.67,18.00060688,1.0003,1000.3,0.00041417
0.99987,999.87,18.00044533,1.0005,1000.5,0.00037485
1.0001,1000.1,18.00043931,1.0007,1000.7,0.00038387
1.0003,1000.3,18.00043999,1.0009,1000.9,0.00038194
1.0005,1000.5,18.00052464,1.0011,1001.1,0.00037309
1.0007,1000.7,18.0006496,1.0013,1001.3,0.00037473
1.0009,1000.9,18.00054241,1.0015,1001.5,0.00035629
1.0011,1001.1,18.00043517,1.0017,1001.7,0.00029522
1.0013,1001.3,18.00061314,1.0019,1001.9,0.00033146
1.0015,1001.5,18.00063606,1.0021,1002.1,0.00034686
1.0017,1001.7,18.00065574,1.0024,1002.4,0.00041017
1.0019,1001.9,18.00043991,1.0026,1002.6,0.00038887
1.0021,1002.1,18.00052202,1.0028,1002.8,0.00040684
1.0024,1002.4,18.0005477,1.003,1003,0.00033692
1.0026,1002.6,18.00053414,1.0032,1003.2,0.00032755
1.0028,1002.8,18.0005157,1.0034,1003.4,0.00033589
1.003,1003,18.00048421,1.0036,1003.6,0.00030536
1.0032,1003.2,18.00037328,1.0038,1003.8,0.00031883
1.0034,1003.4,18.00050646,1.004,1004,0.00034684
1.0036,1003.6,18.00044212,1.0042,1004.2,0.00033606
1.0038,1003.8,18.00043886,1.0044,1004.4,0.00034754
1.004,1004,18.00038699,1.0046,1004.6,0.00037981
1.0042,1004.2,18.00033674,1.0048,1004.8,0.00042081
1.0044,1004.4,18.00043964,1.005,1005,0.00041077
1.0046,1004.6,18.00057395,1.0052,1005.2,0.00039715
1.0048,1004.8,18.00040758,1.0055,1005.5,0.00036226
1.005,1005,18.00044611,1.0057,1005.7,0.00038992
1.0052,1005.2,18.00038646,1.0059,1005.9,0.00032556
1.0055,1005.5,18.00056532,1.0061,1006.1,0.00028899
1.0057,1005.7,18.00043822,1.0063,1006.3,0.00026449
1.0059,1005.9,18.00044107,1.0065,1006.5,0.00033002
1.0061,1006.1,18.00042418,1.0067,1006.7,0.0003427
1.0063,1006.3,18.00039911,1.0069,1006.9,0.00033277
1.0065,1006.5,18.0004398,1.0071,1007.1,0.00035895
1.0067,1006.7,18.00046453,1.0073,1007.3,0.00031682
1.0069,1006.9,18.00049123,1.0075,1007.5,0.0003868
1.0071,1007.1,18.0005318,1.0077,1007.7,0.00039126
1.0073,1007.3,18.00036875,1.0079,1007.9,0.00034012
1.0075,1007.5,18.00043405,1.0081,1008.1,0.00035141
1.0077,1007.7,18.00038264,1.0084,1008.4,0.00032427
1.0079,1007.9,18.00049177,1.0086,1008.6,0.00035436
1.0081,1008.1,18.00041994,1.0088,1008.8,0.00031957
1.0084,1008.4,18.00045221,1.009,1009,0.00031553
1.0086,1008.6,18.0003839,1.0092,1009.2,0.00026326
1.0088,1008.8,18.00032365,1.0094,1009.4,0.00031933
1.009,1009,18.00035468,1.0096,1009.6,0.00031229
1.0092,1009.2,18.00042756,1.0098,1009.8,0.00034566
1.0094,1009.4,18.00027455,1.01,1010,0.00035059
1.0096,1009.6,18.00034322,1.0102,1010.2,0.00033711
1.0098,1009.8,18.00031039,1.0104,1010.4,0.00033296
1.01,1010,18.00037085,1.0106,1010.6,0.00040946
1.0102,1010.2,18.00037927,1.0108,1010.8,0.00035591
1.0104,1010.4,18.00039702,1.011,1011,0.00032493
