Frequency (eV),Frequency (meV),vDOS
0.73558621,735.58621,0.013668
0.735784585,735.7845848,0.013076
0.735995358,735.995358,0.012787
0.736206131,736.2061313,0.012625
0.736416905,736.4169045,0.012671
0.736615279,736.6152793,0.013179
0.736826053,736.8260526,0.013402
0.737036826,737.0368258,0.012786
0.737235201,737.2352006,0.011218
0.737445974,737.4459739,0.010753
0.737656747,737.6567471,0.011649
0.737855122,737.8551219,0.013086
0.738065895,738.0658952,0.012024
0.738276668,738.2766684,0.010475
0.738475043,738.4750432,0.010136
0.738685816,738.6858164,0.01086
0.73889659,738.8965897,0.012515
0.739094965,739.0949645,0.014135
0.739305738,739.3057377,0.01475
0.739516511,739.516511,0.013911
0.739714886,739.7148858,0.012017
0.739925659,739.925659,0.011418
0.740136432,740.1364323,0.01207
0.740334807,740.3348071,0.013097
0.74054558,740.5455803,0.012554
0.740756354,740.7563536,0.012269
0.740954728,740.9547284,0.012457
0.741165502,741.1655016,0.01368
0.741376275,741.3762749,0.013922
0.74157465,741.5746497,0.013219
0.741785423,741.7854229,0.014008
0.741996196,741.9961962,0.014857
0.742206969,742.2069694,0.013263
0.742405344,742.4053442,0.012834
0.742616117,742.6161175,0.013715
0.742826891,742.8268907,0.012995
0.743025266,743.0252655,0.012132
0.743236039,743.2360388,0.012699
0.743446812,743.446812,0.013599
0.743645187,743.6451868,0.015145
0.74385596,743.85596,0.015171
0.744066733,744.0667333,0.014702
0.744265108,744.2651081,0.014373
0.744475881,744.4758813,0.014984
0.744686655,744.6866546,0.016093
0.744885029,744.8850294,0.01645
0.745095803,745.0958026,0.015869
0.745306576,745.3065759,0.014729
0.745504951,745.5049507,0.013441
0.745715724,745.7157239,0.013051
0.745926497,745.9264972,0.014067
0.746124872,746.124872,0.014821
0.746335645,746.3356452,0.015095
0.746546418,746.5464185,0.014741
0.746744793,746.7447933,0.014261
0.746955567,746.9555665,0.014238
0.74716634,747.1663398,0.01487
0.747377113,747.377113,0.014994
0.747575488,747.5754878,0.014987
0.747786261,747.7862611,0.014878
0.747997034,747.9970343,0.014701
0.748195409,748.1954091,0.015356
0.748406182,748.4061824,0.015104
0.748616956,748.6169556,0.015007
0.74881533,748.8153304,0.014667
0.749026104,749.0261036,0.014368
0.749236877,749.2368769,0.014053
0.749435252,749.4352517,0.014646
0.749646025,749.6460249,0.016207
0.749856798,749.8567982,0.016039
0.750055173,750.055173,0.015713
0.750265946,750.2659462,0.01553
0.750476719,750.4767195,0.015694
0.750675094,750.6750943,0.016851
0.750885868,750.8858675,0.017456
0.751096641,751.0966408,0.017838
0.751295016,751.2950156,0.018743
0.751505789,751.5057888,0.020353
0.751716562,751.7165621,0.019547
0.751914937,751.9149369,0.016739
0.75212571,752.1257101,0.015762
0.752336483,752.3364834,0.016333
0.752547257,752.5472566,0.017348
0.752745631,752.7456314,0.018039
0.752956405,752.9564047,0.018604
0.753167178,753.1671779,0.017896
0.753365553,753.3655527,0.017212
0.753576326,753.5763259,0.018021
0.753787099,753.7870992,0.018445
0.753985474,753.985474,0.01884
0.754196247,754.1962472,0.019681
0.75440702,754.4070205,0.018795
0.754605395,754.6053953,0.017657
0.754816169,754.8161685,0.018896
0.755026942,755.0269418,0.01972
0.755225317,755.2253166,0.01896
0.75543609,755.4360898,0.01824
0.755646863,755.6468631,0.01973
0.755845238,755.8452379,0.020169
0.756056011,756.0560111,0.019934
0.756266784,756.2667844,0.020632
0.756465159,756.4651592,0.021085
0.756675932,756.6759324,0.021152
0.756886706,756.8867057,0.019113
0.75708508,757.0850805,0.018826
0.757295854,757.2958537,0.019288
0.757506627,757.506627,0.017733
0.757705002,757.7050018,0.016986
0.757915775,757.915775,0.017957
0.758126548,758.1265483,0.019335
0.758337321,758.3373215,0.020023
0.758535696,758.5356963,0.0205
0.75874647,758.7464695,0.021133
0.758957243,758.9572428,0.020333
0.759155618,759.1556176,0.019399
0.759366391,759.3663908,0.020627
0.759577164,759.5771641,0.020399
0.759775539,759.7755389,0.018888
0.759986312,759.9863121,0.017635
0.760197085,760.1970854,0.018834
0.76039546,760.3954602,0.020326
0.760606233,760.6062334,0.020746
0.760817007,760.8170067,0.019484
0.761015381,761.0153815,0.019869
0.761226155,761.2261547,0.019266
0.761436928,761.436928,0.019792
0.761635303,761.6353028,0.02071
0.761846076,761.846076,0.020188
0.762056849,762.0568493,0.019022
0.762255224,762.2552241,0.020557
0.762465997,762.4659973,0.020765
0.762676771,762.6767706,0.019573
0.762875145,762.8751454,0.018001
0.763085919,763.0859186,0.018721
0.763296692,763.2966919,0.02029
0.763507465,763.5074651,0.021189
0.76370584,763.7058399,0.019526
0.763916613,763.9166131,0.019319
0.764127386,764.1273864,0.02062
0.764325761,764.3257612,0.019924
0.764536534,764.5365344,0.018188
0.764747308,764.7473077,0.017431
0.764945682,764.9456825,0.018107
0.765156456,765.1564557,0.01752
0.765367229,765.367229,0.016632
0.765565604,765.5656038,0.019234
0.765776377,765.776377,0.022339
0.76598715,765.9871503,0.0214
0.766185525,766.1855251,0.019401
0.766396298,766.3962983,0.020188
0.766607072,766.6070716,0.020985
0.766805446,766.8054464,0.020011
0.76701622,767.0162196,0.018823
0.767226993,767.2269929,0.018518
0.767425368,767.4253677,0.019671
0.767636141,767.6361409,0.020649
0.767846914,767.8469142,0.020929
0.768045289,768.045289,0.022108
0.768256062,768.2560622,0.021403
0.768466835,768.4668355,0.02058
0.768677609,768.6776087,0.020601
0.768875984,768.8759835,0.021815
0.769086757,769.0867567,0.02187
0.76929753,769.29753,0.020301
0.769495905,769.4959048,0.020181
0.769706678,769.706678,0.02187
0.769917451,769.9174513,0.023837
0.770115826,770.1158261,0.025599
0.770326599,770.3265993,0.023985
0.770537373,770.5373726,0.019737
0.770735747,770.7357474,0.019191
0.770946521,770.9465206,0.021523
0.771157294,771.1572939,0.022685
0.771355669,771.3556687,0.022714
0.771566442,771.5664419,0.021763
0.771777215,771.7772152,0.021315
0.77197559,771.97559,0.022094
0.772186363,772.1863632,0.023056
0.772397136,772.3971365,0.021871
0.772595511,772.5955113,0.021681
0.772806285,772.8062845,0.022333
0.773017058,773.0170578,0.023002
0.773215433,773.2154326,0.024104
0.773426206,773.4262058,0.02428
0.773636979,773.636979,0.023162
0.773835354,773.8353539,0.023193
0.774046127,774.0461271,0.02342
0.7742569,774.2569003,0.022748
0.774467674,774.4676736,0.023596
0.774666048,774.6660484,0.024274
0.774876822,774.8768216,0.02585
0.775087595,775.0875949,0.029884
0.77528597,775.2859697,0.030882
0.775496743,775.4967429,0.027828
0.775707516,775.7075162,0.025026
0.775905891,775.905891,0.023052
0.776116664,776.1166642,0.022508
0.776327437,776.3274375,0.024171
0.776525812,776.5258123,0.025302
0.776736586,776.7365855,0.026143
0.776947359,776.9473588,0.026892
0.777145734,777.1457336,0.026432
0.777356507,777.3565068,0.025203
0.77756728,777.5672801,0.023934
0.777765655,777.7656549,0.024542
0.777976428,777.9764281,0.025695
0.778187201,778.1872014,0.024621
0.778385576,778.3855762,0.026133
0.778596349,778.5963494,0.026542
0.778807123,778.8071226,0.024017
0.779005497,779.0054975,0.022726
0.779216271,779.2162707,0.024171
0.779427044,779.4270439,0.024879
0.779637817,779.6378172,0.023793
0.779836192,779.836192,0.023651
0.780046965,780.0469652,0.024178
0.780257738,780.2577385,0.023442
0.780456113,780.4561133,0.022048
0.780666887,780.6668865,0.02118
0.78087766,780.8776598,0.0247
0.781076035,781.0760346,0.026764
0.781286808,781.2868078,0.023284
0.781497581,781.4975811,0.022827
0.781695956,781.6959559,0.02628
0.781906729,781.9067291,0.02693
0.782117502,782.1175024,0.025262
0.782315877,782.3158772,0.022985
0.78252665,782.5266504,0.022873
0.782737424,782.7374237,0.024349
0.782935798,782.9357985,0.023878
0.783146572,783.1465717,0.024783
0.783357345,783.357345,0.025779
0.78355572,783.5557198,0.023834
0.783766493,783.766493,0.023988
0.783977266,783.9772662,0.025766
0.784175641,784.1756411,0.023527
0.784386414,784.3864143,0.021773
0.784597188,784.5971875,0.022376
0.784807961,784.8079608,0.023589
0.785006336,785.0063356,0.023643
0.785217109,785.2171088,0.021986
0.785427882,785.4278821,0.023813
0.785626257,785.6262569,0.026311
0.78583703,785.8370301,0.02644
0.786047803,786.0478034,0.0263
0.786246178,786.2461782,0.025475
0.786456951,786.4569514,0.024675
0.786667725,786.6677247,0.025185
0.786866099,786.8660995,0.025993
0.787076873,787.0768727,0.025348
0.787287646,787.287646,0.023395
0.787486021,787.4860208,0.022592
0.787696794,787.696794,0.025636
0.787907567,787.9075673,0.02844
0.788105942,788.1059421,0.029644
0.788316715,788.3167153,0.028484
0.788527489,788.5274886,0.026635
0.788725863,788.7258634,0.028644
0.788936637,788.9366366,0.029327
0.78914741,789.1474098,0.029668
0.789345785,789.3457847,0.028376
0.789556558,789.5565579,0.024611
0.789767331,789.7673311,0.023332
0.789965706,789.965706,0.027147
0.790176479,790.1764792,0.027833
0.790387252,790.3872524,0.027858
0.790598026,790.5980257,0.03061
0.7907964,790.7964005,0.030364
0.791007174,791.0071737,0.027468
0.791217947,791.217947,0.028041
0.791416322,791.4163218,0.028118
0.791627095,791.627095,0.02756
0.791837868,791.8378683,0.028012
0.792036243,792.0362431,0.027825
0.792247016,792.2470163,0.026664
0.79245779,792.4577896,0.027579
0.792656164,792.6561644,0.029375
0.792866938,792.8669376,0.029453
0.793077711,793.0777109,0.029888
0.793276086,793.2760857,0.029986
0.793486859,793.4868589,0.028779
0.793697632,793.6976321,0.030536
0.793896007,793.896007,0.029363
0.79410678,794.1067802,0.02609
0.794317553,794.3175534,0.025787
0.794515928,794.5159283,0.026169
0.794726701,794.7267015,0.024978
0.794937475,794.9374747,0.024492
0.79513585,795.1358496,0.026378
0.795346623,795.3466228,0.029086
0.795557396,795.557396,0.030231
0.795768169,795.7681693,0.030289
0.795966544,795.9665441,0.029379
0.796177317,796.1773173,0.027001
0.796388091,796.3880906,0.025291
0.796586465,796.5864654,0.026386
0.796797239,796.7972386,0.025639
0.797008012,797.0080119,0.023889
0.797206387,797.2063867,0.025701
0.79741716,797.4171599,0.025442
0.797627933,797.6279332,0.026746
0.797826308,797.826308,0.030029
0.798037081,798.0370812,0.031398
0.798247854,798.2478545,0.028799
0.798446229,798.4462293,0.027164
0.798657003,798.6570025,0.026337
0.798867776,798.8677757,0.028946
0.799066151,799.0661506,0.030228
0.799276924,799.2769238,0.028306
0.799487697,799.487697,0.027897
0.799686072,799.6860719,0.027535
0.799896845,799.8968451,0.027321
0.800107618,800.1076183,0.024988
0.800305993,800.3059932,0.025953
0.800516766,800.5167664,0.027091
0.80072754,800.7275396,0.027021
0.800938313,800.9383129,0.0275
0.801136688,801.1366877,0.027915
0.801347461,801.3474609,0.027778
0.801558234,801.5582342,0.026685
0.801756609,801.756609,0.027691
0.801967382,801.9673822,0.030595
0.802178155,802.1781555,0.030523
0.80237653,802.3765303,0.028083
0.802587304,802.5873035,0.026168
0.802798077,802.7980768,0.027058
0.802996452,802.9964516,0.026186
0.803207225,803.2072248,0.026302
0.803417998,803.4179981,0.028448
0.803616373,803.6163729,0.027945
0.803827146,803.8271461,0.028381
0.804037919,804.0379193,0.032246
0.804236294,804.2362942,0.03153
0.804447067,804.4470674,0.029544
0.804657841,804.6578406,0.028701
0.804856215,804.8562155,0.028568
0.805066989,805.0669887,0.027161
0.805277762,805.2777619,0.026298
0.805476137,805.4761367,0.029769
0.80568691,805.68691,0.033254
0.805897683,805.8976832,0.034471
0.806096058,806.096058,0.035285
0.806306831,806.3068313,0.034242
0.806517605,806.5176045,0.032945
0.806728378,806.7283778,0.035099
0.806926753,806.9267526,0.036045
0.807137526,807.1375258,0.031974
0.807348299,807.3482991,0.029847
0.807546674,807.5466739,0.030082
0.807757447,807.7574471,0.030511
0.80796822,807.9682204,0.030092
0.808166595,808.1665952,0.029097
0.808377368,808.3773684,0.029533
0.808588142,808.5881416,0.029498
0.808786516,808.7865165,0.028134
0.80899729,808.9972897,0.02642
0.809208063,809.2080629,0.027564
0.809406438,809.4064378,0.0292
0.809617211,809.617211,0.030203
0.809827984,809.8279842,0.030992
0.810026359,810.0263591,0.030435
0.810237132,810.2371323,0.033207
0.810447906,810.4479055,0.03169
0.81064628,810.6462803,0.02881
0.810857054,810.8570536,0.027823
0.811067827,811.0678268,0.029503
0.811266202,811.2662016,0.031336
0.811476975,811.4769749,0.034505
0.811687748,811.6877481,0.035029
0.811898521,811.8985214,0.035403
0.812096896,812.0968962,0.036258
0.812307669,812.3076694,0.035894
0.812518443,812.5184427,0.032423
0.812716817,812.7168175,0.03344
0.812927591,812.9275907,0.035819
0.813138364,813.138364,0.033421
0.813336739,813.3367388,0.029248
0.813547512,813.547512,0.029882
0.813758285,813.7582852,0.032764
0.81395666,813.9566601,0.033639
0.814167433,814.1674333,0.031416
0.814378207,814.3782065,0.030605
0.814576581,814.5765814,0.030551
0.814787355,814.7873546,0.029616
0.814998128,814.9981278,0.029
0.815196503,815.1965027,0.031074
0.815407276,815.4072759,0.03062
0.815618049,815.6180491,0.028405
0.815816424,815.8164239,0.028713
0.816027197,816.0271972,0.031231
0.81623797,816.2379704,0.033072
0.816436345,816.4363452,0.03163
0.816647118,816.6471185,0.031208
0.816857892,816.8578917,0.030314
0.817056267,817.0562665,0.027571
0.81726704,817.2670398,0.028779
0.817477813,817.477813,0.030487
0.817688586,817.6885863,0.029525
0.817886961,817.8869611,0.028738
0.818097734,818.0977343,0.03047
0.818308508,818.3085076,0.031691
0.818506882,818.5068824,0.03155
0.818717656,818.7176556,0.031384
0.818928429,818.9284288,0.033148
0.819126804,819.1268037,0.032739
0.819337577,819.3375769,0.03071
0.81954835,819.5483501,0.029043
0.819746725,819.746725,0.02864
0.819957498,819.9574982,0.028384
0.820168271,820.1682714,0.028879
0.820366646,820.3666463,0.030627
0.820577419,820.5774195,0.03422
0.820788193,820.7881927,0.032338
0.820986568,820.9865675,0.028501
0.821197341,821.1973408,0.028989
0.821408114,821.408114,0.029354
0.821606489,821.6064888,0.029065
0.821817262,821.8172621,0.030097
0.822028035,822.0280353,0.031827
0.82222641,822.2264101,0.032485
0.822437183,822.4371834,0.032127
0.822647957,822.6479566,0.032214
0.82285873,822.8587299,0.032025
0.823057105,823.0571047,0.034469
0.823267878,823.2678779,0.036363
0.823478651,823.4786512,0.034457
0.823677026,823.677026,0.031941
0.823887799,823.8877992,0.031418
0.824098572,824.0985724,0.031225
0.824296947,824.2969473,0.028867
0.82450772,824.5077205,0.031172
0.824718494,824.7184937,0.036036
0.824916869,824.9168686,0.034149
0.825127642,825.1276418,0.030243
0.825338415,825.338415,0.028948
0.82553679,825.5367898,0.02871
0.825747563,825.7475631,0.031214
0.825958336,825.9583363,0.032575
0.826156711,826.1567111,0.032664
0.826367484,826.3674844,0.030784
0.826578258,826.5782576,0.028264
0.826776632,826.7766324,0.028484
0.826987406,826.9874057,0.032212
0.827198179,827.1981789,0.034257
0.827396554,827.3965537,0.033405
0.827607327,827.607327,0.030938
0.8278181,827.8181002,0.029474
0.828028873,828.0288735,0.028539
0.828227248,828.2272483,0.027384
0.828438022,828.4380215,0.028565
0.828648795,828.6487947,0.028272
0.82884717,828.8471696,0.027809
0.829057943,829.0579428,0.027359
0.829268716,829.268716,0.029123
0.829467091,829.4670909,0.030994
0.829677864,829.6778641,0.032977
0.829888637,829.8886373,0.034692
0.830087012,830.0870122,0.032984
0.830297785,830.2977854,0.032735
0.830508559,830.5085586,0.035983
0.830706933,830.7069334,0.035763
0.830917707,830.9177067,0.031947
0.83112848,831.1284799,0.030132
0.831326855,831.3268547,0.030395
0.831537628,831.537628,0.030587
0.831748401,831.7484012,0.031171
0.831946776,831.946776,0.030637
0.832157549,832.1575493,0.029166
0.832368323,832.3683225,0.029668
0.832566697,832.5666973,0.030915
0.832777471,832.7774706,0.029743
0.832988244,832.9882438,0.028519
0.833186619,833.1866186,0.029514
0.833397392,833.3973919,0.030236
0.833608165,833.6081651,0.029738
0.833818938,833.8189383,0.028915
0.834017313,834.0173132,0.027194
0.834228086,834.2280864,0.02578
0.83443886,834.4388596,0.026172
0.834637234,834.6372345,0.026738
0.834848008,834.8480077,0.026039
0.835058781,835.0587809,0.026534
0.835257156,835.2571558,0.02754
0.835467929,835.467929,0.026625
0.835678702,835.6787022,0.027536
0.835877077,835.877077,0.029113
0.83608785,836.0878503,0.02755
0.836298624,836.2986235,0.028469
0.836496998,836.4969983,0.029353
0.836707772,836.7077716,0.026147
0.836918545,836.9185448,0.025248
0.83711692,837.1169196,0.026923
0.837327693,837.3276929,0.028418
0.837538466,837.5384661,0.029108
0.837736841,837.7368409,0.02785
0.837947614,837.9476142,0.028011
0.838158387,838.1583874,0.028397
0.838356762,838.3567622,0.029189
0.838567535,838.5675355,0.027727
0.838778309,838.7783087,0.025713
0.838989082,838.9890819,0.026078
0.839187457,839.1874568,0.024678
0.83939823,839.39823,0.025802
0.839609003,839.6090032,0.028488
0.839807378,839.8073781,0.027205
0.840018151,840.0181513,0.025434
0.840228925,840.2289245,0.024765
0.840427299,840.4272994,0.023166
0.840638073,840.6380726,0.0234
0.840848846,840.8488458,0.024826
0.841047221,841.0472206,0.023709
0.841257994,841.2579939,0.022503
0.841468767,841.4687671,0.024328
0.841667142,841.6671419,0.026428
0.841877915,841.8779152,0.025821
0.842088688,842.0886884,0.024848
0.842287063,842.2870632,0.025048
0.842497836,842.4978365,0.026904
0.84270861,842.7086097,0.026746
0.842906985,842.9069845,0.026988
0.843117758,843.1177578,0.028147
0.843328531,843.328531,0.029485
0.843526906,843.5269058,0.02796
0.843737679,843.7376791,0.0262
0.843948452,843.9484523,0.026033
0.844159226,844.1592255,0.026608
0.8443576,844.3576004,0.024385
0.844568374,844.5683736,0.024288
0.844779147,844.7791468,0.027681
0.844977522,844.9775217,0.026948
0.845188295,845.1882949,0.023297
0.845399068,845.3990681,0.022453
0.845597443,845.5974429,0.02435
0.845808216,845.8082162,0.025779
0.846018989,846.0189894,0.02387
0.846217364,846.2173642,0.022037
0.846428137,846.4281375,0.02306
0.846638911,846.6389107,0.022819
0.846837286,846.8372855,0.02404
0.847048059,847.0480588,0.024462
0.847258832,847.258832,0.024288
0.847457207,847.4572068,0.02569
0.84766798,847.6679801,0.026022
0.847878753,847.8787533,0.025724
0.848077128,848.0771281,0.025306
0.848287901,848.2879014,0.024547
0.848498675,848.4986746,0.024818
0.848697049,848.6970494,0.026331
0.848907823,848.9078227,0.026553
0.849118596,849.1185959,0.025991
0.849316971,849.3169707,0.026617
0.849527744,849.527744,0.025636
0.849738517,849.7385172,0.024162
0.84994929,849.9492904,0.024174
0.850147665,850.1476653,0.023957
0.850358438,850.3584385,0.022568
0.850569212,850.5692117,0.022063
0.850767587,850.7675865,0.023324
0.85097836,850.9783598,0.024862
0.851189133,851.189133,0.025121
0.851387508,851.3875078,0.025607
0.851598281,851.5982811,0.025507
0.851809054,851.8090543,0.02545
0.852007429,852.0074291,0.02594
0.852218202,852.2182024,0.024374
0.852428976,852.4289756,0.023354
0.85262735,852.6273504,0.02455
0.852838124,852.8381237,0.024389
0.853048897,853.0488969,0.023686
0.853247272,853.2472717,0.024834
0.853458045,853.458045,0.026674
0.853668818,853.6688182,0.025966
0.853867193,853.867193,0.024445
0.854077966,854.0779663,0.024274
0.85428874,854.2887395,0.024534
0.854487114,854.4871143,0.025158
0.854697888,854.6978876,0.024793
0.854908661,854.9086608,0.024217
0.855119434,855.119434,0.023498
0.855317809,855.3178089,0.023963
0.855528582,855.5285821,0.024549
0.855739355,855.7393553,0.026587
0.85593773,855.9377301,0.025321
0.856148503,856.1485034,0.022301
0.856359277,856.3592766,0.022345
0.856557651,856.5576514,0.022654
0.856768425,856.7684247,0.02315
0.856979198,856.9791979,0.023742
0.857177573,857.1775727,0.023018
0.857388346,857.388346,0.02212
0.857599119,857.5991192,0.022249
0.857797494,857.797494,0.021653
0.858008267,858.0082673,0.021094
0.858219041,858.2190405,0.021388
0.858417415,858.4174153,0.0232
0.858628189,858.6281886,0.02466
0.858838962,858.8389618,0.024287
0.859037337,859.0373366,0.023387
0.85924811,859.2481099,0.022871
0.859458883,859.4588831,0.023769
0.859657258,859.6572579,0.024311
0.859868031,859.8680312,0.023206
0.860078804,860.0788044,0.021796
0.860289578,860.2895776,0.021087
0.860487952,860.4879524,0.019422
0.860698726,860.6987257,0.01991
0.860909499,860.9094989,0.020039
0.861107874,861.1078737,0.019289
0.861318647,861.318647,0.018696
0.86152942,861.5294202,0.019719
0.861727795,861.727795,0.020518
0.861938568,861.9385683,0.020953
0.862149342,862.1493415,0.019616
0.862347716,862.3477163,0.019168
0.86255849,862.5584896,0.021245
0.862769263,862.7692628,0.023383
0.862967638,862.9676376,0.022183
0.863178411,863.1784109,0.020061
0.863389184,863.3891841,0.020065
0.863587559,863.5875589,0.019625
0.863798332,863.7983322,0.019004
0.864009105,864.0091054,0.020484
0.86420748,864.2074802,0.022347
0.864418253,864.4182535,0.022265
0.864629027,864.6290267,0.022157
0.864827402,864.8274015,0.021404
0.865038175,865.0381748,0.019117
0.865248948,865.248948,0.01866
0.865447323,865.4473228,0.019499
0.865658096,865.658096,0.016766
0.865868869,865.8688693,0.01483
0.866079643,866.0796425,0.017893
0.866278017,866.2780173,0.019496
0.866488791,866.4887906,0.019242
0.866699564,866.6995638,0.018435
0.866897939,866.8979386,0.017897
0.867108712,867.1087119,0.017662
0.867319485,867.3194851,0.018449
0.86751786,867.5178599,0.019176
0.867728633,867.7286332,0.019931
0.867939406,867.9394064,0.019387
0.868137781,868.1377812,0.018807
0.868348554,868.3485545,0.017984
0.868559328,868.5593277,0.017693
0.868757703,868.7577025,0.016998
0.868968476,868.9684758,0.015987
0.869179249,869.179249,0.016379
0.869377624,869.3776238,0.017406
0.869588397,869.5883971,0.016867
0.86979917,869.7991703,0.016837
0.869997545,869.9975451,0.017623
0.870208318,870.2083184,0.016382
0.870419092,870.4190916,0.015563
0.870617466,870.6174664,0.016262
0.87082824,870.8282396,0.015892
0.871039013,871.0390129,0.01463
0.871249786,871.2497861,0.014306
0.871448161,871.4481609,0.015239
0.871658934,871.6589342,0.015917
0.871869707,871.8697074,0.016268
0.872068082,872.0680822,0.016049
0.872278855,872.2788555,0.014875
0.872489629,872.4896287,0.014942
0.872688004,872.6880035,0.016822
0.872898777,872.8987768,0.016724
0.87310955,873.10955,0.014974
0.873307925,873.3079248,0.01523
0.873518698,873.5186981,0.017024
0.873729471,873.7294713,0.016814
0.873927846,873.9278461,0.015528
0.874138619,874.1386194,0.015827
0.874349393,874.3493926,0.016874
0.874547767,874.5477674,0.016592
0.874758541,874.7585407,0.015239
0.874969314,874.9693139,0.014804
0.875167689,875.1676887,0.015004
0.875378462,875.378462,0.015003
0.875589235,875.5892352,0.01471
0.87578761,875.78761,0.013874
0.875998383,875.9983832,0.014794
0.876209156,876.2091565,0.015157
0.876407531,876.4075313,0.013912
0.876618305,876.6183045,0.0133
0.876829078,876.8290778,0.014123
0.877039851,877.039851,0.013307
0.877238226,877.2382258,0.01243
0.877448999,877.4489991,0.012385
0.877659772,877.6597723,0.012125
0.877858147,877.8581471,0.012966
0.87806892,878.0689204,0.013503
0.878279694,878.2796936,0.013022
0.878478068,878.4780684,0.01246
0.878688842,878.6888417,0.011524
0.878899615,878.8996149,0.011636
0.87909799,879.0979897,0.012226
0.879308763,879.308763,0.012604
0.879519536,879.5195362,0.013239
0.879717911,879.717911,0.012937
0.879928684,879.9286843,0.012413
0.880139457,880.1394575,0.012524
0.880337832,880.3378323,0.012746
0.880548606,880.5486055,0.012854
0.880759379,880.7593788,0.014049
0.880957754,880.9577536,0.013816
0.881168527,881.1685268,0.012029
0.8813793,881.3793001,0.012288
0.881577675,881.5776749,0.013417
0.881788448,881.7884481,0.014678
0.881999221,881.9992214,0.012999
0.882209995,882.2099946,0.011957
0.882408369,882.4083694,0.012975
0.882619143,882.6191427,0.01317
0.882829916,882.8299159,0.012092
0.883028291,883.0282907,0.011976
0.883239064,883.239064,0.011644
0.883449837,883.4498372,0.012243
0.883648212,883.648212,0.013322
0.883858985,883.8589853,0.013031
0.884069759,884.0697585,0.012179
0.884268133,884.2681333,0.011535
0.884478907,884.4789066,0.011418
0.88468968,884.6896798,0.012506
0.884888055,884.8880546,0.013531
0.885098828,885.0988279,0.012941
0.885309601,885.3096011,0.012933
0.885507976,885.5079759,0.012876
0.885718749,885.7187491,0.01194
0.885929522,885.9295224,0.011741
0.886127897,886.1278972,0.01168
0.88633867,886.3386704,0.011019
0.886549444,886.5494437,0.011426
0.886747818,886.7478185,0.01307
0.886958592,886.9585917,0.012698
0.887169365,887.169365,0.010926
0.887380138,887.3801382,0.01072
0.887578513,887.578513,0.011508
0.887789286,887.7892863,0.010483
0.88800006,888.0000595,0.010005
0.888198434,888.1984343,0.011454
0.888409208,888.4092076,0.012089
0.888619981,888.6199808,0.010874
0.888818356,888.8183556,0.010278
0.889029129,889.0291289,0.010924
0.889239902,889.2399021,0.011274
0.889438277,889.4382769,0.010524
0.88964905,889.6490502,0.0099187
0.889859823,889.8598234,0.0095206
0.890058198,890.0581982,0.01017
0.890268971,890.2689715,0.011034
0.890479745,890.4797447,0.011863
0.89067812,890.6781195,0.012009
0.890888893,890.8888927,0.011771
0.891099666,891.099666,0.010879
0.891298041,891.2980408,0.010581
0.891508814,891.508814,0.010497
0.891719587,891.7195873,0.0097397
0.891917962,891.9179621,0.0096095
0.892128735,892.1287353,0.010463
0.892339509,892.3395086,0.011234
0.892537883,892.5378834,0.011217
0.892748657,892.7486566,0.010886
0.89295943,892.9594299,0.010105
0.893170203,893.1702031,0.0099216
0.893368578,893.3685779,0.010373
0.893579351,893.5793512,0.011171
0.893790124,893.7901244,0.011363
0.893988499,893.9884992,0.011026
0.894199272,894.1992725,0.010321
0.894410046,894.4100457,0.0099961
0.894608421,894.6084205,0.010691
0.894819194,894.8191938,0.010667
0.895029967,895.029967,0.010866
0.895228342,895.2283418,0.010218
0.895439115,895.439115,0.0099584
0.895649888,895.6498883,0.010742
0.895848263,895.8482631,0.010846
0.896059036,896.0590363,0.0093608
0.89626981,896.2698096,0.0090068
0.896468184,896.4681844,0.0095434
0.896678958,896.6789576,0.0092867
0.896889731,896.8897309,0.0099219
0.897088106,897.0881057,0.010334
0.897298879,897.2988789,0.010134
0.897509652,897.5096522,0.010343
0.897708027,897.708027,0.010021
0.8979188,897.9188002,0.0096032
0.898129573,898.1295735,0.0090871
0.898340347,898.3403467,0.0082308
0.898538722,898.5387215,0.0083678
0.898749495,898.7494948,0.0091799
0.898960268,898.960268,0.0097752
0.899158643,899.1586428,0.0097962
0.899369416,899.3694161,0.010542
0.899580189,899.5801893,0.0098364
0.899778564,899.7785641,0.0099628
0.899989337,899.9893374,0.0099027
0.900200111,900.2001106,0.010272
0.900398485,900.3984854,0.0099916
0.900609259,900.6092586,0.0088014
0.900820032,900.8200319,0.0085528
0.901018407,901.0184067,0.0095817
0.90122918,901.2291799,0.010465
0.901439953,901.4399532,0.0097136
0.901638328,901.638328,0.0095976
0.901849101,901.8491012,0.010292
0.902059874,902.0598745,0.0093802
0.902258249,902.2582493,0.0085408
0.902469023,902.4690225,0.0086473
0.902679796,902.6797958,0.0085827
0.902878171,902.8781706,0.0083081
0.903088944,903.0889438,0.0079268
0.903299717,903.2997171,0.0081014
0.90351049,903.5104903,0.0089838
0.903708865,903.7088651,0.01011
0.903919638,903.9196384,0.0099744
0.904130412,904.1304116,0.0097798
0.904328786,904.3287864,0.0096671
0.90453956,904.5395597,0.0096849
0.904750333,904.7503329,0.0090111
0.904948708,904.9487077,0.0086863
0.905159481,905.159481,0.0089743
0.905370254,905.3702542,0.0086701
0.905568629,905.568629,0.0077934
0.905779402,905.7794022,0.0075166
